dest_ip,dest_nt_domain,dest_port
155.2.191.103,us-mkc-wg-103.relays.mullvad.net,51820
2602:fed2:7e0a::f201,us-mkc-wg-103.relays.mullvad.net,51820
155.2.191.153,us-mkc-wg-104.relays.mullvad.net,51820
2602:fed2:7e0a::f301,us-mkc-wg-104.relays.mullvad.net,51820
155.2.191.203,us-mkc-wg-105.relays.mullvad.net,51820
2602:fed2:7e0a::f401,us-mkc-wg-105.relays.mullvad.net,51820
143.244.47.65,us-nyc-wg-301.relays.mullvad.net,51820
2a02:6ea0:c43f::f001,us-nyc-wg-301.relays.mullvad.net,51820
143.244.47.78,us-nyc-wg-302.relays.mullvad.net,51820
2a02:6ea0:c43f:1::f001,us-nyc-wg-302.relays.mullvad.net,51820
143.244.47.91,us-nyc-wg-303.relays.mullvad.net,51820
2a02:6ea0:c43f:2::b52f,us-nyc-wg-303.relays.mullvad.net,51820
198.44.136.34,us-nyc-wg-401.relays.mullvad.net,51820
2607:9000:a000:12::f001,us-nyc-wg-401.relays.mullvad.net,51820
198.44.136.66,us-nyc-wg-402.relays.mullvad.net,51820
2607:9000:a000:13::f001,us-nyc-wg-402.relays.mullvad.net,51820
198.44.136.98,us-nyc-wg-403.relays.mullvad.net,51820
2607:9000:a000:14::f001,us-nyc-wg-403.relays.mullvad.net,51820
198.44.136.194,us-nyc-wg-404.relays.mullvad.net,51820
2607:9000:a000:17::f001,us-nyc-wg-404.relays.mullvad.net,51820
198.44.136.130,us-nyc-wg-405.relays.mullvad.net,51820
2607:9000:a000:15::f001,us-nyc-wg-405.relays.mullvad.net,51820
198.44.136.162,us-nyc-wg-406.relays.mullvad.net,51820
2607:9000:a000:16::f001,us-nyc-wg-406.relays.mullvad.net,51820
146.70.165.2,us-nyc-wg-501.relays.mullvad.net,51820
2a0d:5600:24:2b6::f001,us-nyc-wg-501.relays.mullvad.net,51820
146.70.165.130,us-nyc-wg-502.relays.mullvad.net,51820
2a0d:5600:24:2b8::f001,us-nyc-wg-502.relays.mullvad.net,51820
146.70.165.194,us-nyc-wg-503.relays.mullvad.net,51820
2a0d:5600:24:2b9::f001,us-nyc-wg-503.relays.mullvad.net,51820
146.70.166.130,us-nyc-wg-504.relays.mullvad.net,51820
2a0d:5600:24:2c2::f001,us-nyc-wg-504.relays.mullvad.net,51820
146.70.166.194,us-nyc-wg-505.relays.mullvad.net,51820
2a0d:5600:24:2c3::f001,us-nyc-wg-505.relays.mullvad.net,51820
146.70.165.66,us-nyc-wg-506.relays.mullvad.net,51820
2a0d:5600:24:2b7::f001,us-nyc-wg-506.relays.mullvad.net,51820
146.70.185.2,us-nyc-wg-601.relays.mullvad.net,51820
2a0d:5600:24:136a::f001,us-nyc-wg-601.relays.mullvad.net,51820
146.70.168.130,us-nyc-wg-602.relays.mullvad.net,51820
2a0d:5600:24:1378::f001,us-nyc-wg-602.relays.mullvad.net,51820
146.70.168.66,us-nyc-wg-603.relays.mullvad.net,51820
2a0d:5600:24:1377::f001,us-nyc-wg-603.relays.mullvad.net,51820
146.70.171.66,us-nyc-wg-604.relays.mullvad.net,51820
2a0d:5600:24:1372::f001,us-nyc-wg-604.relays.mullvad.net,51820
146.70.171.130,us-nyc-wg-605.relays.mullvad.net,51820
2a0d:5600:24:1374::f001,us-nyc-wg-605.relays.mullvad.net,51820
146.70.168.194,us-nyc-wg-606.relays.mullvad.net,51820
2a0d:5600:24:1379::f001,us-nyc-wg-606.relays.mullvad.net,51820
23.162.8.3,us-nyc-wg-701.relays.mullvad.net,51820
2602:fa1f:1::f001,us-nyc-wg-701.relays.mullvad.net,51820
23.162.8.67,us-nyc-wg-702.relays.mullvad.net,51820
2602:fa1f:1::f033,us-nyc-wg-702.relays.mullvad.net,51820
23.162.8.130,us-nyc-wg-703.relays.mullvad.net,51820
2602:fa1f:1:3::f001,us-nyc-wg-703.relays.mullvad.net,51820
23.234.100.3,us-nyc-wg-801.relays.mullvad.net,51820
2607:9000:a000:31::f001,us-nyc-wg-801.relays.mullvad.net,51820
23.234.100.127,us-nyc-wg-802.relays.mullvad.net,51820
2607:9000:a000:32::f001,us-nyc-wg-802.relays.mullvad.net,51820
23.234.101.3,us-nyc-wg-803.relays.mullvad.net,51820
2607:9000:a000:33::f001,us-nyc-wg-803.relays.mullvad.net,51820
23.234.101.127,us-nyc-wg-804.relays.mullvad.net,51820
2607:9000:a000:34::f001,us-nyc-wg-804.relays.mullvad.net,51820
23.234.102.3,us-nyc-wg-805.relays.mullvad.net,51820
2607:9000:a000:35::f001,us-nyc-wg-805.relays.mullvad.net,51820
23.234.102.127,us-nyc-wg-806.relays.mullvad.net,51820
2607:9000:a000:36::f001,us-nyc-wg-806.relays.mullvad.net,51820
23.234.103.3,us-nyc-wg-807.relays.mullvad.net,51820
2607:9000:a000:37::f001,us-nyc-wg-807.relays.mullvad.net,51820
23.234.103.127,us-nyc-wg-808.relays.mullvad.net,51820
2607:9000:a000:38::f001,us-nyc-wg-808.relays.mullvad.net,51820
198.54.133.98,us-phx-wg-101.relays.mullvad.net,51820
2607:9000:7000:14::103f,us-phx-wg-101.relays.mullvad.net,51820
198.54.133.130,us-phx-wg-102.relays.mullvad.net,51820
2607:9000:7000:15::b89f,us-phx-wg-102.relays.mullvad.net,51820
198.54.133.162,us-phx-wg-103.relays.mullvad.net,51820
2607:9000:7000:16::f001,us-phx-wg-103.relays.mullvad.net,51820
23.234.88.3,us-phx-wg-201.relays.mullvad.net,51820
2607:9000:700:41::f001,us-phx-wg-201.relays.mullvad.net,51820
23.234.88.127,us-phx-wg-202.relays.mullvad.net,51820
2607:9000:700:42::f001,us-phx-wg-202.relays.mullvad.net,51820
23.234.89.3,us-phx-wg-203.relays.mullvad.net,51820
2607:9000:700:43::f001,us-phx-wg-203.relays.mullvad.net,51820
23.234.89.127,us-phx-wg-204.relays.mullvad.net,51820
2607:9000:700:44::f001,us-phx-wg-204.relays.mullvad.net,51820
23.234.90.3,us-phx-wg-205.relays.mullvad.net,51820
2607:9000:700:45::f001,us-phx-wg-205.relays.mullvad.net,51820
23.234.90.127,us-phx-wg-206.relays.mullvad.net,51820
2607:9000:700:46::f001,us-phx-wg-206.relays.mullvad.net,51820
23.234.91.3,us-phx-wg-207.relays.mullvad.net,51820
2607:9000:700:47::f001,us-phx-wg-207.relays.mullvad.net,51820
23.234.91.127,us-phx-wg-208.relays.mullvad.net,51820
2607:9000:700:48::f001,us-phx-wg-208.relays.mullvad.net,51820
198.54.135.34,us-qas-wg-001.relays.mullvad.net,51820
2607:9000:9000:12::b46f,us-qas-wg-001.relays.mullvad.net,51820
198.54.135.66,us-qas-wg-002.relays.mullvad.net,51820
2607:9000:9000:13::b47f,us-qas-wg-002.relays.mullvad.net,51820
198.54.135.98,us-qas-wg-003.relays.mullvad.net,51820
2607:9000:9000:14::b48f,us-qas-wg-003.relays.mullvad.net,51820
198.54.135.130,us-qas-wg-004.relays.mullvad.net,51820
2607:9000:9000:15::b49f,us-qas-wg-004.relays.mullvad.net,51820
185.156.46.130,us-qas-wg-101.relays.mullvad.net,51820
2a02:6ea0:e206:1::a01f,us-qas-wg-101.relays.mullvad.net,51820
185.156.46.143,us-qas-wg-102.relays.mullvad.net,51820
2a02:6ea0:e206:2::a02f,us-qas-wg-102.relays.mullvad.net,51820
185.156.46.156,us-qas-wg-103.relays.mullvad.net,51820
2a02:6ea0:e206:3::a03f,us-qas-wg-103.relays.mullvad.net,51820
103.81.230.3,us-qas-wg-201.relays.mullvad.net,51820
2a01:4740:1::f001,us-qas-wg-201.relays.mullvad.net,51820
103.81.230.127,us-qas-wg-202.relays.mullvad.net,51820
2a01:4740:1::f101,us-qas-wg-202.relays.mullvad.net,51820
103.81.231.3,us-qas-wg-203.relays.mullvad.net,51820
2a01:4740:1::f201,us-qas-wg-203.relays.mullvad.net,51820
103.81.231.127,us-qas-wg-204.relays.mullvad.net,51820
2a01:4740:1::f301,us-qas-wg-204.relays.mullvad.net,51820
23.234.76.2,us-rag-wg-201.relays.mullvad.net,51820
2607:9000:4000:31::f001,us-rag-wg-201.relays.mullvad.net,51820
23.234.76.127,us-rag-wg-202.relays.mullvad.net,51820
2607:9000:4000:32::f001,us-rag-wg-202.relays.mullvad.net,51820
23.234.77.2,us-rag-wg-203.relays.mullvad.net,51820
2607:9000:4000:33::f001,us-rag-wg-203.relays.mullvad.net,51820
23.234.77.127,us-rag-wg-204.relays.mullvad.net,51820
2607:9000:4000:34::f001,us-rag-wg-204.relays.mullvad.net,51820
23.234.78.2,us-rag-wg-205.relays.mullvad.net,51820
2607:9000:4000:35::f001,us-rag-wg-205.relays.mullvad.net,51820
23.234.78.127,us-rag-wg-206.relays.mullvad.net,51820
2607:9000:4000:36::f001,us-rag-wg-206.relays.mullvad.net,51820
23.234.79.2,us-rag-wg-207.relays.mullvad.net,51820
2607:9000:4000:37::f001,us-rag-wg-207.relays.mullvad.net,51820
23.234.79.127,us-rag-wg-208.relays.mullvad.net,51820
2607:9000:4000:38::f001,us-rag-wg-208.relays.mullvad.net,51820
138.199.43.91,us-sea-wg-001.relays.mullvad.net,51820
2a02:6ea0:d80b:3::b75f,us-sea-wg-001.relays.mullvad.net,51820
138.199.43.78,us-sea-wg-002.relays.mullvad.net,51820
2a02:6ea0:d80b:2::f001,us-sea-wg-002.relays.mullvad.net,51820
138.199.43.65,us-sea-wg-003.relays.mullvad.net,51820
2a02:6ea0:d80b:1::b73f,us-sea-wg-003.relays.mullvad.net,51820
23.234.80.2,us-sea-wg-401.relays.mullvad.net,51820
2607:9000:5000:31::f001,us-sea-wg-401.relays.mullvad.net,51820
23.234.80.127,us-sea-wg-402.relays.mullvad.net,51820
2607:9000:5000:32::f001,us-sea-wg-402.relays.mullvad.net,51820
23.234.81.2,us-sea-wg-403.relays.mullvad.net,51820
2607:9000:5000:33::f001,us-sea-wg-403.relays.mullvad.net,51820
23.234.81.127,us-sea-wg-404.relays.mullvad.net,51820
2607:9000:5000:34::f001,us-sea-wg-404.relays.mullvad.net,51820
23.234.82.2,us-sea-wg-405.relays.mullvad.net,51820
2607:9000:5000:35::f001,us-sea-wg-405.relays.mullvad.net,51820
23.234.82.127,us-sea-wg-406.relays.mullvad.net,51820
2607:9000:5000:36::f001,us-sea-wg-406.relays.mullvad.net,51820
23.234.83.2,us-sea-wg-407.relays.mullvad.net,51820
2607:9000:5000:37::f001,us-sea-wg-407.relays.mullvad.net,51820
23.234.83.127,us-sea-wg-408.relays.mullvad.net,51820
2607:9000:5000:38::f001,us-sea-wg-408.relays.mullvad.net,51820
198.54.134.98,us-sjc-wg-001.relays.mullvad.net,51820
2607:9000:8000:14::f001,us-sjc-wg-001.relays.mullvad.net,51820
198.54.134.130,us-sjc-wg-002.relays.mullvad.net,51820
2607:9000:8000:15::b95f,us-sjc-wg-002.relays.mullvad.net,51820
198.54.134.162,us-sjc-wg-003.relays.mullvad.net,51820
2607:9000:8000:16::b96f,us-sjc-wg-003.relays.mullvad.net,51820
142.147.89.210,us-sjc-wg-302.relays.mullvad.net,51820
2604:e8c0:7::f001,us-sjc-wg-302.relays.mullvad.net,51820
142.147.89.225,us-sjc-wg-303.relays.mullvad.net,51820
2604:e8c0:7::b68f,us-sjc-wg-303.relays.mullvad.net,51820
79.127.217.34,us-sjc-wg-401.relays.mullvad.net,51820
2a02:6ea0:e611::f001,us-sjc-wg-401.relays.mullvad.net,51820
79.127.217.47,us-sjc-wg-402.relays.mullvad.net,51820
2a02:6ea0:e611:1::f001,us-sjc-wg-402.relays.mullvad.net,51820
23.234.92.3,us-sjc-wg-501.relays.mullvad.net,51820
2607:9000:800:31::f001,us-sjc-wg-501.relays.mullvad.net,51820
23.234.92.127,us-sjc-wg-502.relays.mullvad.net,51820
2607:9000:800:32::f001,us-sjc-wg-502.relays.mullvad.net,51820
23.234.93.3,us-sjc-wg-503.relays.mullvad.net,51820
2607:9000:800:33::f001,us-sjc-wg-503.relays.mullvad.net,51820
23.234.93.127,us-sjc-wg-504.relays.mullvad.net,51820
2607:9000:800:34::f001,us-sjc-wg-504.relays.mullvad.net,51820
23.234.94.3,us-sjc-wg-505.relays.mullvad.net,51820
2607:9000:800:35::f001,us-sjc-wg-505.relays.mullvad.net,51820
23.234.94.127,us-sjc-wg-506.relays.mullvad.net,51820
2607:9000:800:36::f001,us-sjc-wg-506.relays.mullvad.net,51820
23.234.95.3,us-sjc-wg-507.relays.mullvad.net,51820
2607:9000:800:37::f001,us-sjc-wg-507.relays.mullvad.net,51820
23.234.95.127,us-sjc-wg-508.relays.mullvad.net,51820
2607:9000:800:38::f001,us-sjc-wg-508.relays.mullvad.net,51820
69.4.234.9,us-slc-wg-201.relays.mullvad.net,51820
2607:fc98:0:8a::f301,us-slc-wg-201.relays.mullvad.net,51820
69.4.234.149,us-slc-wg-202.relays.mullvad.net,51820
2607:fc98:0:8a::f401,us-slc-wg-202.relays.mullvad.net,51820
69.4.234.131,us-slc-wg-203.relays.mullvad.net,51820
2607:fc98:0:8a::f501,us-slc-wg-203.relays.mullvad.net,51820
69.4.234.10,us-slc-wg-204.relays.mullvad.net,51820
2607:fc98:0:8a::f601,us-slc-wg-204.relays.mullvad.net,51820
23.234.112.3,us-slc-wg-301.relays.mullvad.net,51820
2607:9000:d00:2::f001,us-slc-wg-301.relays.mullvad.net,51820
23.234.112.127,us-slc-wg-302.relays.mullvad.net,51820
2607:9000:d00:3::f001,us-slc-wg-302.relays.mullvad.net,51820
23.234.113.3,us-slc-wg-303.relays.mullvad.net,51820
2607:9000:d00:4::f001,us-slc-wg-303.relays.mullvad.net,51820
23.234.113.127,us-slc-wg-304.relays.mullvad.net,51820
2607:9000:d00:5::f001,us-slc-wg-304.relays.mullvad.net,51820
23.234.114.3,us-slc-wg-305.relays.mullvad.net,51820
2607:9000:d00:6::f001,us-slc-wg-305.relays.mullvad.net,51820
23.234.114.127,us-slc-wg-306.relays.mullvad.net,51820
2607:9000:d00:7::f001,us-slc-wg-306.relays.mullvad.net,51820
23.234.115.3,us-slc-wg-307.relays.mullvad.net,51820
2607:9000:d00:8::f001,us-slc-wg-307.relays.mullvad.net,51820
23.234.115.127,us-slc-wg-308.relays.mullvad.net,51820
2607:9000:d00:9::f001,us-slc-wg-308.relays.mullvad.net,51820
79.127.222.194,us-txc-wg-001.relays.mullvad.net,51820
2a02:6ea0:fe00:1::f001,us-txc-wg-001.relays.mullvad.net,51820
79.127.222.207,us-txc-wg-002.relays.mullvad.net,51820
2a02:6ea0:fe00:2::f001,us-txc-wg-002.relays.mullvad.net,51820
104.36.50.3,us-uyk-wg-201.relays.mullvad.net,51820
2a06:3040:12:620::f001,us-uyk-wg-201.relays.mullvad.net,51820
104.36.50.33,us-uyk-wg-202.relays.mullvad.net,51820
2a06:3040:12:620::f101,us-uyk-wg-202.relays.mullvad.net,51820
185.213.193.3,us-was-wg-001.relays.mullvad.net,51820
2604:980:1002:11::f001,us-was-wg-001.relays.mullvad.net,51820
185.213.193.127,us-was-wg-002.relays.mullvad.net,51820
2604:980:1002:11::f101,us-was-wg-002.relays.mullvad.net,51820
154.47.30.130,za-jnb-wg-001.relays.mullvad.net,51820
2a02:6ea0:f206::f001,za-jnb-wg-001.relays.mullvad.net,51820
154.47.30.143,za-jnb-wg-002.relays.mullvad.net,51820
2a02:6ea0:f207::f001,za-jnb-wg-002.relays.mullvad.net,51820
