lookup_key,product_kind,product,vulnerable_version,vulnerable_vnum,fix_version,fix_vnum,advisory_id,cve_id,severity,title,affected_raw,published,last_update,url
enterprise:9.4.0,enterprise,Splunk Enterprise,9.4.0,9004000000,9.4.4,9004004000,SVD-2025-1007,Multiple (13) CVE-2015-5237 CVE-2024-7254 CVE-2024-7553 CVE-2024-1351 CVE-2022-46175 CVE-2022-37601 CVE-2021-44906 CVE-2025-32415 CVE-2024-45337 CVE-2025-0167 CVE-2025-0725 CVE-2025-5025 CVE-2025-4947,High,SVD-2025-1007 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.3,2025-10-01,2025-10-29,https://advisory.splunk.com/advisories/SVD-2025-1007
enterprise:9.4.1,enterprise,Splunk Enterprise,9.4.1,9004001000,9.4.4,9004004000,SVD-2025-1007,Multiple (13) CVE-2015-5237 CVE-2024-7254 CVE-2024-7553 CVE-2024-1351 CVE-2022-46175 CVE-2022-37601 CVE-2021-44906 CVE-2025-32415 CVE-2024-45337 CVE-2025-0167 CVE-2025-0725 CVE-2025-5025 CVE-2025-4947,High,SVD-2025-1007 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.3,2025-10-01,2025-10-29,https://advisory.splunk.com/advisories/SVD-2025-1007
enterprise:9.4.2,enterprise,Splunk Enterprise,9.4.2,9004002000,9.4.4,9004004000,SVD-2025-1007,Multiple (13) CVE-2015-5237 CVE-2024-7254 CVE-2024-7553 CVE-2024-1351 CVE-2022-46175 CVE-2022-37601 CVE-2021-44906 CVE-2025-32415 CVE-2024-45337 CVE-2025-0167 CVE-2025-0725 CVE-2025-5025 CVE-2025-4947,High,SVD-2025-1007 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.3,2025-10-01,2025-10-29,https://advisory.splunk.com/advisories/SVD-2025-1007
enterprise:9.4.3,enterprise,Splunk Enterprise,9.4.3,9004003000,9.4.4,9004004000,SVD-2025-1007,Multiple (13) CVE-2015-5237 CVE-2024-7254 CVE-2024-7553 CVE-2024-1351 CVE-2022-46175 CVE-2022-37601 CVE-2021-44906 CVE-2025-32415 CVE-2024-45337 CVE-2025-0167 CVE-2025-0725 CVE-2025-5025 CVE-2025-4947,High,SVD-2025-1007 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.3,2025-10-01,2025-10-29,https://advisory.splunk.com/advisories/SVD-2025-1007
enterprise:9.3.0,enterprise,Splunk Enterprise,9.3.0,9003000000,9.3.6,9003006000,SVD-2025-1007,Multiple (13) CVE-2015-5237 CVE-2024-7254 CVE-2024-7553 CVE-2024-1351 CVE-2022-46175 CVE-2022-37601 CVE-2021-44906 CVE-2025-32415 CVE-2024-45337 CVE-2025-0167 CVE-2025-0725 CVE-2025-5025 CVE-2025-4947,High,SVD-2025-1007 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.5,2025-10-01,2025-10-29,https://advisory.splunk.com/advisories/SVD-2025-1007
enterprise:9.3.1,enterprise,Splunk Enterprise,9.3.1,9003001000,9.3.6,9003006000,SVD-2025-1007,Multiple (13) CVE-2015-5237 CVE-2024-7254 CVE-2024-7553 CVE-2024-1351 CVE-2022-46175 CVE-2022-37601 CVE-2021-44906 CVE-2025-32415 CVE-2024-45337 CVE-2025-0167 CVE-2025-0725 CVE-2025-5025 CVE-2025-4947,High,SVD-2025-1007 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.5,2025-10-01,2025-10-29,https://advisory.splunk.com/advisories/SVD-2025-1007
enterprise:9.3.2,enterprise,Splunk Enterprise,9.3.2,9003002000,9.3.6,9003006000,SVD-2025-1007,Multiple (13) CVE-2015-5237 CVE-2024-7254 CVE-2024-7553 CVE-2024-1351 CVE-2022-46175 CVE-2022-37601 CVE-2021-44906 CVE-2025-32415 CVE-2024-45337 CVE-2025-0167 CVE-2025-0725 CVE-2025-5025 CVE-2025-4947,High,SVD-2025-1007 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.5,2025-10-01,2025-10-29,https://advisory.splunk.com/advisories/SVD-2025-1007
enterprise:9.3.3,enterprise,Splunk Enterprise,9.3.3,9003003000,9.3.6,9003006000,SVD-2025-1007,Multiple (13) CVE-2015-5237 CVE-2024-7254 CVE-2024-7553 CVE-2024-1351 CVE-2022-46175 CVE-2022-37601 CVE-2021-44906 CVE-2025-32415 CVE-2024-45337 CVE-2025-0167 CVE-2025-0725 CVE-2025-5025 CVE-2025-4947,High,SVD-2025-1007 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.5,2025-10-01,2025-10-29,https://advisory.splunk.com/advisories/SVD-2025-1007
enterprise:9.3.4,enterprise,Splunk Enterprise,9.3.4,9003004000,9.3.6,9003006000,SVD-2025-1007,Multiple (13) CVE-2015-5237 CVE-2024-7254 CVE-2024-7553 CVE-2024-1351 CVE-2022-46175 CVE-2022-37601 CVE-2021-44906 CVE-2025-32415 CVE-2024-45337 CVE-2025-0167 CVE-2025-0725 CVE-2025-5025 CVE-2025-4947,High,SVD-2025-1007 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.5,2025-10-01,2025-10-29,https://advisory.splunk.com/advisories/SVD-2025-1007
enterprise:9.3.5,enterprise,Splunk Enterprise,9.3.5,9003005000,9.3.6,9003006000,SVD-2025-1007,Multiple (13) CVE-2015-5237 CVE-2024-7254 CVE-2024-7553 CVE-2024-1351 CVE-2022-46175 CVE-2022-37601 CVE-2021-44906 CVE-2025-32415 CVE-2024-45337 CVE-2025-0167 CVE-2025-0725 CVE-2025-5025 CVE-2025-4947,High,SVD-2025-1007 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.5,2025-10-01,2025-10-29,https://advisory.splunk.com/advisories/SVD-2025-1007
enterprise:9.2.0,enterprise,Splunk Enterprise,9.2.0,9002000000,9.2.8,9002008000,SVD-2025-1007,Multiple (13) CVE-2015-5237 CVE-2024-7254 CVE-2024-7553 CVE-2024-1351 CVE-2022-46175 CVE-2022-37601 CVE-2021-44906 CVE-2025-32415 CVE-2024-45337 CVE-2025-0167 CVE-2025-0725 CVE-2025-5025 CVE-2025-4947,High,SVD-2025-1007 | Splunk Vulnerability Disclosure,9.2.0 to 9.2.7,2025-10-01,2025-10-29,https://advisory.splunk.com/advisories/SVD-2025-1007
enterprise:9.2.1,enterprise,Splunk Enterprise,9.2.1,9002001000,9.2.8,9002008000,SVD-2025-1007,Multiple (13) CVE-2015-5237 CVE-2024-7254 CVE-2024-7553 CVE-2024-1351 CVE-2022-46175 CVE-2022-37601 CVE-2021-44906 CVE-2025-32415 CVE-2024-45337 CVE-2025-0167 CVE-2025-0725 CVE-2025-5025 CVE-2025-4947,High,SVD-2025-1007 | Splunk Vulnerability Disclosure,9.2.0 to 9.2.7,2025-10-01,2025-10-29,https://advisory.splunk.com/advisories/SVD-2025-1007
enterprise:9.2.2,enterprise,Splunk Enterprise,9.2.2,9002002000,9.2.8,9002008000,SVD-2025-1007,Multiple (13) CVE-2015-5237 CVE-2024-7254 CVE-2024-7553 CVE-2024-1351 CVE-2022-46175 CVE-2022-37601 CVE-2021-44906 CVE-2025-32415 CVE-2024-45337 CVE-2025-0167 CVE-2025-0725 CVE-2025-5025 CVE-2025-4947,High,SVD-2025-1007 | Splunk Vulnerability Disclosure,9.2.0 to 9.2.7,2025-10-01,2025-10-29,https://advisory.splunk.com/advisories/SVD-2025-1007
enterprise:9.2.3,enterprise,Splunk Enterprise,9.2.3,9002003000,9.2.8,9002008000,SVD-2025-1007,Multiple (13) CVE-2015-5237 CVE-2024-7254 CVE-2024-7553 CVE-2024-1351 CVE-2022-46175 CVE-2022-37601 CVE-2021-44906 CVE-2025-32415 CVE-2024-45337 CVE-2025-0167 CVE-2025-0725 CVE-2025-5025 CVE-2025-4947,High,SVD-2025-1007 | Splunk Vulnerability Disclosure,9.2.0 to 9.2.7,2025-10-01,2025-10-29,https://advisory.splunk.com/advisories/SVD-2025-1007
enterprise:9.2.4,enterprise,Splunk Enterprise,9.2.4,9002004000,9.2.8,9002008000,SVD-2025-1007,Multiple (13) CVE-2015-5237 CVE-2024-7254 CVE-2024-7553 CVE-2024-1351 CVE-2022-46175 CVE-2022-37601 CVE-2021-44906 CVE-2025-32415 CVE-2024-45337 CVE-2025-0167 CVE-2025-0725 CVE-2025-5025 CVE-2025-4947,High,SVD-2025-1007 | Splunk Vulnerability Disclosure,9.2.0 to 9.2.7,2025-10-01,2025-10-29,https://advisory.splunk.com/advisories/SVD-2025-1007
enterprise:9.2.5,enterprise,Splunk Enterprise,9.2.5,9002005000,9.2.8,9002008000,SVD-2025-1007,Multiple (13) CVE-2015-5237 CVE-2024-7254 CVE-2024-7553 CVE-2024-1351 CVE-2022-46175 CVE-2022-37601 CVE-2021-44906 CVE-2025-32415 CVE-2024-45337 CVE-2025-0167 CVE-2025-0725 CVE-2025-5025 CVE-2025-4947,High,SVD-2025-1007 | Splunk Vulnerability Disclosure,9.2.0 to 9.2.7,2025-10-01,2025-10-29,https://advisory.splunk.com/advisories/SVD-2025-1007
enterprise:9.2.6,enterprise,Splunk Enterprise,9.2.6,9002006000,9.2.8,9002008000,SVD-2025-1007,Multiple (13) CVE-2015-5237 CVE-2024-7254 CVE-2024-7553 CVE-2024-1351 CVE-2022-46175 CVE-2022-37601 CVE-2021-44906 CVE-2025-32415 CVE-2024-45337 CVE-2025-0167 CVE-2025-0725 CVE-2025-5025 CVE-2025-4947,High,SVD-2025-1007 | Splunk Vulnerability Disclosure,9.2.0 to 9.2.7,2025-10-01,2025-10-29,https://advisory.splunk.com/advisories/SVD-2025-1007
enterprise:9.2.7,enterprise,Splunk Enterprise,9.2.7,9002007000,9.2.8,9002008000,SVD-2025-1007,Multiple (13) CVE-2015-5237 CVE-2024-7254 CVE-2024-7553 CVE-2024-1351 CVE-2022-46175 CVE-2022-37601 CVE-2021-44906 CVE-2025-32415 CVE-2024-45337 CVE-2025-0167 CVE-2025-0725 CVE-2025-5025 CVE-2025-4947,High,SVD-2025-1007 | Splunk Vulnerability Disclosure,9.2.0 to 9.2.7,2025-10-01,2025-10-29,https://advisory.splunk.com/advisories/SVD-2025-1007
forwarder:9.4.0,forwarder,Splunk Universal Forwarder,9.4.0,9004000000,9.4.3,9004003000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.2,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.4.1,forwarder,Splunk Universal Forwarder,9.4.1,9004001000,9.4.3,9004003000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.2,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.4.2,forwarder,Splunk Universal Forwarder,9.4.2,9004002000,9.4.3,9004003000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.2,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.3.0,forwarder,Splunk Universal Forwarder,9.3.0,9003000000,9.3.5,9003005000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.4,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.3.1,forwarder,Splunk Universal Forwarder,9.3.1,9003001000,9.3.5,9003005000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.4,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.3.2,forwarder,Splunk Universal Forwarder,9.3.2,9003002000,9.3.5,9003005000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.4,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.3.3,forwarder,Splunk Universal Forwarder,9.3.3,9003003000,9.3.5,9003005000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.4,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.3.4,forwarder,Splunk Universal Forwarder,9.3.4,9003004000,9.3.5,9003005000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.4,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.2.0,forwarder,Splunk Universal Forwarder,9.2.0,9002000000,9.2.7,9002007000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.2.0 to 9.2.6,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.2.1,forwarder,Splunk Universal Forwarder,9.2.1,9002001000,9.2.7,9002007000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.2.0 to 9.2.6,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.2.2,forwarder,Splunk Universal Forwarder,9.2.2,9002002000,9.2.7,9002007000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.2.0 to 9.2.6,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.2.3,forwarder,Splunk Universal Forwarder,9.2.3,9002003000,9.2.7,9002007000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.2.0 to 9.2.6,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.2.4,forwarder,Splunk Universal Forwarder,9.2.4,9002004000,9.2.7,9002007000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.2.0 to 9.2.6,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.2.5,forwarder,Splunk Universal Forwarder,9.2.5,9002005000,9.2.7,9002007000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.2.0 to 9.2.6,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.2.6,forwarder,Splunk Universal Forwarder,9.2.6,9002006000,9.2.7,9002007000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.2.0 to 9.2.6,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.1.0,forwarder,Splunk Universal Forwarder,9.1.0,9001000000,9.1.10,9001010000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.1.0 to 9.1.9,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.1.1,forwarder,Splunk Universal Forwarder,9.1.1,9001001000,9.1.10,9001010000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.1.0 to 9.1.9,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.1.2,forwarder,Splunk Universal Forwarder,9.1.2,9001002000,9.1.10,9001010000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.1.0 to 9.1.9,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.1.3,forwarder,Splunk Universal Forwarder,9.1.3,9001003000,9.1.10,9001010000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.1.0 to 9.1.9,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.1.4,forwarder,Splunk Universal Forwarder,9.1.4,9001004000,9.1.10,9001010000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.1.0 to 9.1.9,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.1.5,forwarder,Splunk Universal Forwarder,9.1.5,9001005000,9.1.10,9001010000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.1.0 to 9.1.9,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.1.6,forwarder,Splunk Universal Forwarder,9.1.6,9001006000,9.1.10,9001010000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.1.0 to 9.1.9,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.1.7,forwarder,Splunk Universal Forwarder,9.1.7,9001007000,9.1.10,9001010000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.1.0 to 9.1.9,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.1.8,forwarder,Splunk Universal Forwarder,9.1.8,9001008000,9.1.10,9001010000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.1.0 to 9.1.9,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
forwarder:9.1.9,forwarder,Splunk Universal Forwarder,9.1.9,9001009000,9.1.10,9001010000,SVD-2025-0711,Multiple (2) CVE-2024-13176 CVE-2024-9143,Low,SVD-2025-0711 | Splunk Vulnerability Disclosure,9.1.0 to 9.1.9,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0711
enterprise:9.4.0,enterprise,Splunk Enterprise,9.4.0,9004000000,9.4.3,9004003000,SVD-2025-0710,Multiple (24) CVE-2024-6345 CVE-2024-45337 CVE-2025-22869 CVE-2025-27414 CVE-2025-22868 CVE-2025-23387 CVE-2025-23389 CVE-2025-23388 CVE-2025-22952 CVE-2024-45338 CVE-2025-22870 CVE-2013-7489 CVE-2022-30187 CVE-2024-13176 CVE-2024-9143 CVE-2024-0853 CVE-2024-2398 CVE-2024-2466 CVE-2024-7264 CVE-2024-8096 CVE-2024-9681 CVE-2024-11053 CVE-2025-0167 CVE-2025-0725,Critical,SVD-2025-0710 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.2,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0710
enterprise:9.4.1,enterprise,Splunk Enterprise,9.4.1,9004001000,9.4.3,9004003000,SVD-2025-0710,Multiple (24) CVE-2024-6345 CVE-2024-45337 CVE-2025-22869 CVE-2025-27414 CVE-2025-22868 CVE-2025-23387 CVE-2025-23389 CVE-2025-23388 CVE-2025-22952 CVE-2024-45338 CVE-2025-22870 CVE-2013-7489 CVE-2022-30187 CVE-2024-13176 CVE-2024-9143 CVE-2024-0853 CVE-2024-2398 CVE-2024-2466 CVE-2024-7264 CVE-2024-8096 CVE-2024-9681 CVE-2024-11053 CVE-2025-0167 CVE-2025-0725,Critical,SVD-2025-0710 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.2,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0710
enterprise:9.4.2,enterprise,Splunk Enterprise,9.4.2,9004002000,9.4.3,9004003000,SVD-2025-0710,Multiple (24) CVE-2024-6345 CVE-2024-45337 CVE-2025-22869 CVE-2025-27414 CVE-2025-22868 CVE-2025-23387 CVE-2025-23389 CVE-2025-23388 CVE-2025-22952 CVE-2024-45338 CVE-2025-22870 CVE-2013-7489 CVE-2022-30187 CVE-2024-13176 CVE-2024-9143 CVE-2024-0853 CVE-2024-2398 CVE-2024-2466 CVE-2024-7264 CVE-2024-8096 CVE-2024-9681 CVE-2024-11053 CVE-2025-0167 CVE-2025-0725,Critical,SVD-2025-0710 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.2,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0710
enterprise:9.3.0,enterprise,Splunk Enterprise,9.3.0,9003000000,9.3.5,9003005000,SVD-2025-0710,Multiple (24) CVE-2024-6345 CVE-2024-45337 CVE-2025-22869 CVE-2025-27414 CVE-2025-22868 CVE-2025-23387 CVE-2025-23389 CVE-2025-23388 CVE-2025-22952 CVE-2024-45338 CVE-2025-22870 CVE-2013-7489 CVE-2022-30187 CVE-2024-13176 CVE-2024-9143 CVE-2024-0853 CVE-2024-2398 CVE-2024-2466 CVE-2024-7264 CVE-2024-8096 CVE-2024-9681 CVE-2024-11053 CVE-2025-0167 CVE-2025-0725,Critical,SVD-2025-0710 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.4,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0710
enterprise:9.3.1,enterprise,Splunk Enterprise,9.3.1,9003001000,9.3.5,9003005000,SVD-2025-0710,Multiple (24) CVE-2024-6345 CVE-2024-45337 CVE-2025-22869 CVE-2025-27414 CVE-2025-22868 CVE-2025-23387 CVE-2025-23389 CVE-2025-23388 CVE-2025-22952 CVE-2024-45338 CVE-2025-22870 CVE-2013-7489 CVE-2022-30187 CVE-2024-13176 CVE-2024-9143 CVE-2024-0853 CVE-2024-2398 CVE-2024-2466 CVE-2024-7264 CVE-2024-8096 CVE-2024-9681 CVE-2024-11053 CVE-2025-0167 CVE-2025-0725,Critical,SVD-2025-0710 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.4,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0710
enterprise:9.3.2,enterprise,Splunk Enterprise,9.3.2,9003002000,9.3.5,9003005000,SVD-2025-0710,Multiple (24) CVE-2024-6345 CVE-2024-45337 CVE-2025-22869 CVE-2025-27414 CVE-2025-22868 CVE-2025-23387 CVE-2025-23389 CVE-2025-23388 CVE-2025-22952 CVE-2024-45338 CVE-2025-22870 CVE-2013-7489 CVE-2022-30187 CVE-2024-13176 CVE-2024-9143 CVE-2024-0853 CVE-2024-2398 CVE-2024-2466 CVE-2024-7264 CVE-2024-8096 CVE-2024-9681 CVE-2024-11053 CVE-2025-0167 CVE-2025-0725,Critical,SVD-2025-0710 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.4,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0710
enterprise:9.3.3,enterprise,Splunk Enterprise,9.3.3,9003003000,9.3.5,9003005000,SVD-2025-0710,Multiple (24) CVE-2024-6345 CVE-2024-45337 CVE-2025-22869 CVE-2025-27414 CVE-2025-22868 CVE-2025-23387 CVE-2025-23389 CVE-2025-23388 CVE-2025-22952 CVE-2024-45338 CVE-2025-22870 CVE-2013-7489 CVE-2022-30187 CVE-2024-13176 CVE-2024-9143 CVE-2024-0853 CVE-2024-2398 CVE-2024-2466 CVE-2024-7264 CVE-2024-8096 CVE-2024-9681 CVE-2024-11053 CVE-2025-0167 CVE-2025-0725,Critical,SVD-2025-0710 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.4,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0710
enterprise:9.3.4,enterprise,Splunk Enterprise,9.3.4,9003004000,9.3.5,9003005000,SVD-2025-0710,Multiple (24) CVE-2024-6345 CVE-2024-45337 CVE-2025-22869 CVE-2025-27414 CVE-2025-22868 CVE-2025-23387 CVE-2025-23389 CVE-2025-23388 CVE-2025-22952 CVE-2024-45338 CVE-2025-22870 CVE-2013-7489 CVE-2022-30187 CVE-2024-13176 CVE-2024-9143 CVE-2024-0853 CVE-2024-2398 CVE-2024-2466 CVE-2024-7264 CVE-2024-8096 CVE-2024-9681 CVE-2024-11053 CVE-2025-0167 CVE-2025-0725,Critical,SVD-2025-0710 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.4,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0710
enterprise:9.2.0,enterprise,Splunk Enterprise,9.2.0,9002000000,9.2.7,9002007000,SVD-2025-0710,Multiple (24) CVE-2024-6345 CVE-2024-45337 CVE-2025-22869 CVE-2025-27414 CVE-2025-22868 CVE-2025-23387 CVE-2025-23389 CVE-2025-23388 CVE-2025-22952 CVE-2024-45338 CVE-2025-22870 CVE-2013-7489 CVE-2022-30187 CVE-2024-13176 CVE-2024-9143 CVE-2024-0853 CVE-2024-2398 CVE-2024-2466 CVE-2024-7264 CVE-2024-8096 CVE-2024-9681 CVE-2024-11053 CVE-2025-0167 CVE-2025-0725,Critical,SVD-2025-0710 | Splunk Vulnerability Disclosure,9.2.0 to 9.2.6,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0710
enterprise:9.2.1,enterprise,Splunk Enterprise,9.2.1,9002001000,9.2.7,9002007000,SVD-2025-0710,Multiple (24) CVE-2024-6345 CVE-2024-45337 CVE-2025-22869 CVE-2025-27414 CVE-2025-22868 CVE-2025-23387 CVE-2025-23389 CVE-2025-23388 CVE-2025-22952 CVE-2024-45338 CVE-2025-22870 CVE-2013-7489 CVE-2022-30187 CVE-2024-13176 CVE-2024-9143 CVE-2024-0853 CVE-2024-2398 CVE-2024-2466 CVE-2024-7264 CVE-2024-8096 CVE-2024-9681 CVE-2024-11053 CVE-2025-0167 CVE-2025-0725,Critical,SVD-2025-0710 | Splunk Vulnerability Disclosure,9.2.0 to 9.2.6,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0710
enterprise:9.2.2,enterprise,Splunk Enterprise,9.2.2,9002002000,9.2.7,9002007000,SVD-2025-0710,Multiple (24) CVE-2024-6345 CVE-2024-45337 CVE-2025-22869 CVE-2025-27414 CVE-2025-22868 CVE-2025-23387 CVE-2025-23389 CVE-2025-23388 CVE-2025-22952 CVE-2024-45338 CVE-2025-22870 CVE-2013-7489 CVE-2022-30187 CVE-2024-13176 CVE-2024-9143 CVE-2024-0853 CVE-2024-2398 CVE-2024-2466 CVE-2024-7264 CVE-2024-8096 CVE-2024-9681 CVE-2024-11053 CVE-2025-0167 CVE-2025-0725,Critical,SVD-2025-0710 | Splunk Vulnerability Disclosure,9.2.0 to 9.2.6,2025-07-07,2025-07-16,https://advisory.splunk.com/advisories/SVD-2025-0710
