fuzzer,domain,dns_a,dns_mx,dns_ns
homoglyph,xn--chrnop0st-s7a.fr,,,
homoglyph,xn--chrnop0st-x6a.fr,,,
homoglyph,xn--chrnopost-27a.fr,,,
homoglyph,xn--chrnopost-76a.fr,,,
homoglyph,xn--chrnopost-i7a.fr,,,
homoglyph,xn--chrnopost-s7a.fr,,,
homoglyph,xn--chrnopost-x6a.fr,,,
homoglyph,xn--chrnopst-03a0a.fr,,,
homoglyph,xn--chrnopst-03ag.fr,,,
homoglyph,xn--chrnopst-03aq.fr,,,
homoglyph,xn--chrnopst-63ad.fr,,,
homoglyph,xn--chrnopst-63an.fr,,,
homoglyph,xn--chrnopst-63ax.fr,,,
homoglyph,xn--chrnopst-93ag.fr,,,
homoglyph,xn--chrnopst-93aq.fr,,,
homoglyph,xn--chrnopst-g4ad.fr,,,
homoglyph,xn--chrnopst-g4an.fr,,,
homoglyph,xn--chrnopst-j4ag.fr,,,
homoglyph,xn--chrnopst-o3a7a.fr,,,
homoglyph,xn--chrnopst-o3a7b.fr,,,
homoglyph,xn--chrnopst-o3ad.fr,,,
homoglyph,xn--chrnopst-o3an.fr,,,
homoglyph,xn--chrnopst-o3ax.fr,,,
homoglyph,xn--chrnopst-p4ad.fr,,,
homoglyph,xn--chrnopst-r3a0a.fr,,,
homoglyph,xn--chrnopst-r3a0b.fr,,,
homoglyph,xn--chrnopst-r3ag.fr,,,
homoglyph,xn--chrnopst-r3aq.fr,,,
homoglyph,xn--chrnopst-x3a7a.fr,,,
homoglyph,xn--chrnopst-x3ad.fr,,,
homoglyph,xn--chrnopst-x3an.fr,,,
homoglyph,xn--chrnopst-x3ax.fr,,,
homoglyph,xn--chrnpost-63ab.fr,,,
homoglyph,xn--chrnpost-63al.fr,,,
homoglyph,xn--chrnpost-63av.fr,,,
homoglyph,xn--chrnpost-73ai.fr,,,
homoglyph,xn--chrnpost-73as.fr,,,
homoglyph,xn--chrnpost-g4ab.fr,,,
homoglyph,xn--chrnpost-g4al.fr,,,
homoglyph,xn--chrnpost-h4ai.fr,,,
homoglyph,xn--chrnpost-o3a5a.fr,,,
homoglyph,xn--chrnpost-o3a5b.fr,,,
homoglyph,xn--chrnpost-o3ab.fr,,,
homoglyph,xn--chrnpost-o3al.fr,,,
homoglyph,xn--chrnpost-o3av.fr,,,
homoglyph,xn--chrnpost-p3a2a.fr,,,
homoglyph,xn--chrnpost-p3a2b.fr,,,
homoglyph,xn--chrnpost-p3ai.fr,,,
homoglyph,xn--chrnpost-p3as.fr,,,
homoglyph,xn--chrnpost-p4ab.fr,,,
homoglyph,xn--chrnpost-x3a5a.fr,,,
homoglyph,xn--chrnpost-x3ab.fr,,,
homoglyph,xn--chrnpost-x3al.fr,,,
homoglyph,xn--chrnpost-x3av.fr,,,
homoglyph,xn--chrnpost-y3a2a.fr,,,
homoglyph,xn--chrnpost-y3ai.fr,,,
homoglyph,xn--chrnpost-y3as.fr,,,
homoglyph,xn--chro0post-o6a.fr,,,
homoglyph,xn--chromopst-16a.fr,,,
homoglyph,xn--chromopst-67a.fr,,,
homoglyph,xn--chromopst-c7a.fr,,,
homoglyph,xn--chromopst-m7a.fr,,,
homoglyph,xn--chromopst-w7a.fr,,,
homoglyph,xn--chrompost-47a.fr,,,
homoglyph,xn--chrompost-96a.fr,,,
homoglyph,xn--chrompost-k7a.fr,,,
homoglyph,xn--chrompost-u7a.fr,,,
homoglyph,xn--chrompost-z6a.fr,,,
homoglyph,xn--chron0pst-16a.fr,,,
homoglyph,xn--chron0pst-67a.fr,,,
homoglyph,xn--chron0pst-c7a.fr,,,
homoglyph,xn--chron0pst-m7a.fr,,,
homoglyph,xn--chron0pst-w7a.fr,,,
homoglyph,xn--chronopst-16a.fr,,,
homoglyph,xn--chronopst-67a.fr,,,
homoglyph,xn--chronopst-c7a.fr,,,
homoglyph,xn--chronopst-m7a.fr,,,
homoglyph,xn--chronopst-w7a.fr,,,
homoglyph,xn--chronp0st-47a.fr,,,
homoglyph,xn--chronp0st-96a.fr,,,
homoglyph,xn--chronp0st-k7a.fr,,,
homoglyph,xn--chronp0st-u7a.fr,,,
homoglyph,xn--chronp0st-z6a.fr,,,
homoglyph,xn--chronpost-47a.fr,,,
homoglyph,xn--chronpost-96a.fr,,,
homoglyph,xn--chronpost-k7a.fr,,,
homoglyph,xn--chronpost-u7a.fr,,,
homoglyph,xn--chronpost-z6a.fr,,,
homoglyph,xn--chronpst-03a2a.fr,,,
homoglyph,xn--chronpst-03ai.fr,,,
homoglyph,xn--chronpst-03as.fr,,,
homoglyph,xn--chronpst-83ab.fr,,,
homoglyph,xn--chronpst-83al.fr,,,
homoglyph,xn--chronpst-83av.fr,,,
homoglyph,xn--chronpst-93ai.fr,,,
homoglyph,xn--chronpst-93as.fr,,,
homoglyph,xn--chronpst-i4ab.fr,,,
homoglyph,xn--chronpst-i4al.fr,,,
homoglyph,xn--chronpst-j4ai.fr,,,
homoglyph,xn--chronpst-q3a5a.fr,,,
homoglyph,xn--chronpst-q3a5b.fr,,,
homoglyph,xn--chronpst-q3ab.fr,,,
homoglyph,xn--chronpst-q3al.fr,,,
homoglyph,xn--chronpst-q3av.fr,,,
homoglyph,xn--chronpst-r3a2a.fr,,,
homoglyph,xn--chronpst-r3a2b.fr,,,
homoglyph,xn--chronpst-r3ai.fr,,,
homoglyph,xn--chronpst-r3as.fr,,,
homoglyph,xn--chronpst-r4ab.fr,,,
homoglyph,xn--chronpst-z3a5a.fr,,,
homoglyph,xn--chronpst-z3ab.fr,,,
homoglyph,xn--chronpst-z3al.fr,,,
homoglyph,xn--chronpst-z3av.fr,,,
homoglyph,xn--chroop0st-o6a.fr,,,
homoglyph,xn--chroopost-o6a.fr,,,
homoglyph,xn--chroopst-g3a6a.fr,,,
homoglyph,xn--chroopst-g3a6b.fr,,,
homoglyph,xn--chroopst-g3a6c.fr,,,
homoglyph,xn--chroopst-g3am.fr,,,
homoglyph,xn--chroopst-g3aw.fr,,,
homoglyph,xn--chropost-f3a3a.fr,,,
homoglyph,xn--chropost-f3a3b.fr,,,
homoglyph,xn--chropost-f3a3c.fr,,,
homoglyph,xn--chropost-f3aj.fr,,,
homoglyph,xn--chropost-f3at.fr,,,
homoglyph,xn--chropost-g3a4a.fr,,,
homoglyph,xn--chropost-g3a4b.fr,,,
homoglyph,xn--chropost-g3a4c.fr,,,
homoglyph,xn--chropost-g3ak.fr,,,
homoglyph,xn--chropost-g3au.fr,,,
homoglyph,xn--chroropst-16a.fr,,,
homoglyph,xn--chroropst-67a.fr,,,
homoglyph,xn--chroropst-c7a.fr,,,
homoglyph,xn--chroropst-m7a.fr,,,
homoglyph,xn--chroropst-w7a.fr,,,
homoglyph,xn--chrorpost-47a.fr,,,
homoglyph,xn--chrorpost-96a.fr,,,
homoglyph,xn--chrorpost-k7a.fr,,,
homoglyph,xn--chrorpost-u7a.fr,,,
homoglyph,xn--chrorpost-z6a.fr,,,
homoglyph,xn--chrropost-27a.fr,,,
homoglyph,xn--chrropost-76a.fr,,,
homoglyph,xn--chrropost-i7a.fr,,,
homoglyph,xn--chrropost-s7a.fr,,,
homoglyph,xn--chrropost-x6a.fr,,,
homoglyph,xn--clrnopost-27a.fr,,,
homoglyph,xn--clrnopost-76a.fr,,,
homoglyph,xn--clrnopost-i7a.fr,,,
homoglyph,xn--clrnopost-s7a.fr,,,
homoglyph,xn--clrnopost-x6a.fr,,,
homoglyph,xn--clronopst-16a.fr,,,
homoglyph,xn--clronopst-67a.fr,,,
homoglyph,xn--clronopst-c7a.fr,,,
homoglyph,xn--clronopst-m7a.fr,,,
homoglyph,xn--clronopst-w7a.fr,,,
homoglyph,xn--clronpost-47a.fr,,,
homoglyph,xn--clronpost-96a.fr,,,
homoglyph,xn--clronpost-k7a.fr,,,
homoglyph,xn--clronpost-u7a.fr,,,
homoglyph,xn--clronpost-z6a.fr,,,
homoglyph,xn--clroopost-o6a.fr,,,
homoglyph,xn--ehrnopost-27a.fr,,,
homoglyph,xn--ehrnopost-76a.fr,,,
homoglyph,xn--ehrnopost-i7a.fr,,,
homoglyph,xn--ehrnopost-s7a.fr,,,
homoglyph,xn--ehrnopost-x6a.fr,,,
homoglyph,xn--ehronopst-16a.fr,,,
homoglyph,xn--ehronopst-67a.fr,,,
homoglyph,xn--ehronopst-c7a.fr,,,
homoglyph,xn--ehronopst-m7a.fr,,,
homoglyph,xn--ehronopst-w7a.fr,,,
homoglyph,xn--ehronpost-47a.fr,,,
homoglyph,xn--ehronpost-96a.fr,,,
homoglyph,xn--ehronpost-k7a.fr,,,
homoglyph,xn--ehronpost-u7a.fr,,,
homoglyph,xn--ehronpost-z6a.fr,,,
homoglyph,xn--ehroopost-o6a.fr,,,
homoglyph,xn--hr0nopost-p3a.fr,,,
homoglyph,xn--hrnopost-r0a6i.fr,,,
homoglyph,xn--hrnopost-r0a6j.fr,,,
homoglyph,xn--hrnopost-r0a6k.fr,,,
homoglyph,xn--hrnopost-r0a6l.fr,,,
homoglyph,xn--hrnopost-r0a6m.fr,,,
homoglyph,xn--hromopost-p3a.fr,,,
homoglyph,xn--hron0post-p3a.fr,,,
homoglyph,xn--hronop0st-p3a.fr,,,
homoglyph,xn--hronopost-93a.fr,,,
homoglyph,xn--hronopost-k4a.fr,,,
homoglyph,xn--hronopost-p3a.fr,,,
homoglyph,xn--hronopost-u4a.fr,,,
homoglyph,xn--hronopost-z3a.fr,,,
homoglyph,xn--hronopst-r0a0j.fr,,,
homoglyph,xn--hronopst-r0a0k.fr,,,
homoglyph,xn--hronopst-r0a0l.fr,,,
homoglyph,xn--hronopst-r0a0m.fr,,,
homoglyph,xn--hronopst-r0a0n.fr,,,
homoglyph,xn--hronpost-r0a8i.fr,,,
homoglyph,xn--hronpost-r0a8j.fr,,,
homoglyph,xn--hronpost-r0a8k.fr,,,
homoglyph,xn--hronpost-r0a8l.fr,,,
homoglyph,xn--hronpost-r0a8m.fr,,,
homoglyph,xn--hroopost-r0a7h.fr,,,
homoglyph,xn--hroropost-p3a.fr,,,
homoglyph,xn--lronopost-p3a.fr,,,
hyphenation,c-hronopost.fr,,,
hyphenation,ch-ronopost.fr,,,
hyphenation,chr-onopost.fr,,,
hyphenation,chro-nopost.fr,,,
hyphenation,chron-opost.fr,,,
hyphenation,chrono-post.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
hyphenation,chronop-ost.fr,,,
hyphenation,chronopo-st.fr,,,
hyphenation,chronopos-t.fr,,,
insertion,cbhronopost.fr,,,
insertion,cdhronopost.fr,,,
insertion,cfhronopost.fr,,,
insertion,cghronopost.fr,,,
insertion,ch4ronopost.fr,,,
insertion,ch5ronopost.fr,,,
insertion,chbronopost.fr,,,
insertion,chdronopost.fr,,,
insertion,cheronopost.fr,,,
insertion,chfronopost.fr,,,
insertion,chgronopost.fr,,,
insertion,chjronopost.fr,,,
insertion,chnronopost.fr,,,
insertion,chr0onopost.fr,,,
insertion,chr4onopost.fr,,,
insertion,chr5onopost.fr,,,
insertion,chr9onopost.fr,,,
insertion,chrdonopost.fr,,,
insertion,chreonopost.fr,,,
insertion,chrfonopost.fr,,,
insertion,chrionopost.fr,,,
insertion,chrkonopost.fr,,,
insertion,chrlonopost.fr,,,
insertion,chro0nopost.fr,,,
insertion,chro9nopost.fr,,,
insertion,chrobnopost.fr,,,
insertion,chrohnopost.fr,,,
insertion,chroinopost.fr,,,
insertion,chrojnopost.fr,,,
insertion,chroknopost.fr,,,
insertion,chrolnopost.fr,,,
insertion,chromnopost.fr,,,
insertion,chron0opost.fr,,,
insertion,chron9opost.fr,,,
insertion,chronbopost.fr,,,
insertion,chronhopost.fr,,,
insertion,chroniopost.fr,,,
insertion,chronjopost.fr,,,
insertion,chronkopost.fr,,,
insertion,chronlopost.fr,,,
insertion,chronmopost.fr,,,
insertion,chrono0post.fr,,,
insertion,chrono9post.fr,,,
insertion,chronoipost.fr,,,
insertion,chronokpost.fr,,,
insertion,chronolpost.fr,,,
insertion,chronompost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
insertion,chronoopost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
insertion,chronop0ost.fr,,,
insertion,chronop9ost.fr,,,
insertion,chronopiost.fr,,,
insertion,chronopkost.fr,,,
insertion,chronoplost.fr,,,
insertion,chronopmost.fr,,,
insertion,chronopo0st.fr,,,
insertion,chronopo9st.fr,,,
insertion,chronopoast.fr,,,
insertion,chronopodst.fr,,,
insertion,chronopoest.fr,,,
insertion,chronopoist.fr,,,
insertion,chronopokst.fr,,,
insertion,chronopolst.fr,,,
insertion,chronopoost.fr,,,
insertion,chronopopst.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
insertion,chronopoqst.fr,,,
insertion,chronoposat.fr,,,
insertion,chronoposdt.fr,,,
insertion,chronoposet.fr,,,
insertion,chronoposqt.fr,,,
insertion,chronoposwt.fr,,,
insertion,chronoposxt.fr,,,
insertion,chronoposyt.fr,,,
insertion,chronoposzt.fr,,,
insertion,chronopowst.fr,,,
insertion,chronopoxst.fr,,,
insertion,chronopoyst.fr,,,
insertion,chronopozst.fr,,,
insertion,chronoppost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
insertion,chronpopost.fr,,,
insertion,chropnopost.fr,,,
insertion,chrponopost.fr,,,
insertion,chrtonopost.fr,,,
insertion,chtronopost.fr,,,
insertion,churonopost.fr,,,
insertion,chyronopost.fr,,,
insertion,chzronopost.fr,,,
insertion,cjhronopost.fr,,,
insertion,cnhronopost.fr,,,
insertion,cuhronopost.fr,,,
insertion,cvhronopost.fr,,,
insertion,cxhronopost.fr,,,
insertion,cyhronopost.fr,,,
insertion,czhronopost.fr,,,
insertion,dchronopost.fr,,,
insertion,fchronopost.fr,,,
insertion,vchronopost.fr,,,
insertion,xchronopost.fr,,,
omission,chonopost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
omission,chrnopost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
omission,chronoost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
omission,chronopos.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
omission,chronopot.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
omission,chronopst.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
omission,chronpost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
omission,chroopost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
omission,cronopost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
omission,hronopost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
plural,chronoposst.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
plural,chronopsost.fr,,,
plural,chronospost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
plural,chronsopost.fr,,,
plural,chrosnopost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
plural,chrsonopost.fr,,,
repetition,cchronopost.fr,,,
repetition,chhronopost.fr,,,
repetition,chroonopost.fr,,,
repetition,chrronopost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
replacement,cbronopost.fr,,,
replacement,cgronopost.fr,,,
replacement,ch4onopost.fr,,,
replacement,ch5onopost.fr,,,
replacement,chdonopost.fr,,,
replacement,cheonopost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
replacement,chfonopost.fr,,,
replacement,chr9nopost.fr,,,
replacement,chrinopost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
replacement,chrlnopost.fr,,,
replacement,chrobopost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
replacement,chrohopost.fr,,,
replacement,chron9post.fr,,,
replacement,chronipost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
replacement,chronlpost.fr,,,
replacement,chronolost.fr,,,
replacement,chronomost.fr,,,
replacement,chronooost.fr,,,
replacement,chronop9st.fr,,,
replacement,chronopist.fr,,,
replacement,chronoplst.fr,,,
replacement,chronopoat.fr,,,
replacement,chronopodt.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
replacement,chronopoet.fr,,,
replacement,chronopos5.fr,,,
replacement,chronopos6.fr,,,
replacement,chronoposf.fr,,,
replacement,chronoposg.fr,,,
replacement,chronoposr.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
replacement,chronoposy.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
replacement,chronoposz.fr,,,
replacement,chronopoxt.fr,,,
replacement,chronopoyt.fr,,,
replacement,chronopozt.fr,,,
replacement,chronoppst.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
replacement,chronppost.fr,,,
replacement,chrpnopost.fr,,,
replacement,chtonopost.fr,,,
replacement,cnronopost.fr,,,
replacement,curonopost.fr,,,
replacement,cyronopost.fr,,,
replacement,czronopost.fr,,,
replacement,dhronopost.fr,,,
replacement,fhronopost.fr,,,
replacement,vhronopost.fr,,,
replacement,xhronopost.fr,,,
subdomain,c.hronopost.fr,,,
subdomain,ch.ronopost.fr,,,
subdomain,chr.onopost.fr,,,
subdomain,chro.nopost.fr,,,
subdomain,chron.opost.fr,,,
subdomain,chrono.post.fr,,,
subdomain,chronop.ost.fr,64.190.63.222,localhost,ns1.sedoparking.com
subdomain,chronopo.st.fr,94.143.220.218,mx3.mail.ovh.net,dns20.ovh.net
transposition,chornopost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
transposition,chrnoopost.fr,,,
transposition,chronoopst.fr,,,
transposition,chronopots.fr,,,
transposition,chronopsot.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
transposition,chronpoost.fr,,,
transposition,chroonpost.fr,,,
transposition,crhonopost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
transposition,hcronopost.fr,,,
various,chronopost-fr.com,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
various,chronopostfr.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
vowel-swap,chranopost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
vowel-swap,chrenopost.fr,,,
vowel-swap,chronopest.fr,109.234.165.214,mail.chronopest.fr,ns1.o2switch.net
vowel-swap,chronapost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
vowel-swap,chronepost.fr,,,
vowel-swap,chronopast.fr,,,
vowel-swap,chronopust.fr,,,
vowel-swap,chronupost.fr,,,
vowel-swap,chrunopost.fr,185.16.44.132,a.mx.domainoo.fr,a.ns.domainoo.fr
