signature,metadata_category,metadata_comment
Trojan:Win32/Trafnit.A,Trojan,
Trojan:Win32/Avkill.O,Trojan,
Trojan:VBS/Refams.A,Trojan,
Trojan:Win32/Refams.A,Trojan,
Trojan:Win32/VB.FX,Trojan,
Trojan:Win32/VB.FY,Trojan,
Trojan:Win32/Emold.E,Trojan,
Trojan:JS/Redirector.U,Trojan,
Trojan:Win32/Bagle.A,Trojan,
Trojan:Win32/Vhorse.A,Trojan,
Trojan:Win32/Vhorse.B,Trojan,
Trojan:Win32/Vhorse.C,Trojan,
Trojan:Win32/Vhorse.D,Trojan,
Trojan:Win32/Vhorse.E,Trojan,
Trojan:Win32/Vhorse.F,Trojan,
Trojan:Win32/Mariofev.A,Trojan,
Trojan:Win32/Vhorse.H,Trojan,
Trojan:Win32/Vhorse.I,Trojan,
Trojan:Win32/Vhorse.J,Trojan,
Trojan:Win32/Vhorse.K,Trojan,
Trojan:Win32/Vhorse.L,Trojan,
Trojan:Win32/Vhorse.M,Trojan,
Trojan:Win32/Vhorse.N,Trojan,
Trojan:Win32/Vhorse.O,Trojan,
Trojan:Win32/Vhorse.P,Trojan,
Trojan:Win32/Vhorse.Q,Trojan,
Trojan:Win32/Vhorse.R,Trojan,
Trojan:Win32/Vhorse.S,Trojan,
Trojan:Win32/Vhorse.T,Trojan,
Trojan:Win32/Vhorse.U,Trojan,
Trojan:Win32/Vhorse.V,Trojan,
Trojan:Win32/Vhorse.W,Trojan,
Trojan:Win32/Malich.B,Trojan,
Trojan:Win32/Helpud.T!dll,Trojan,
Trojan:Win32/Helpud.U!dll,Trojan,
Trojan:Win32/Helpud.V!dll,Trojan,
Trojan:Win32/Helpud.W!dll,Trojan,
Trojan:Win32/Startpage.DD,Trojan,
Trojan:Win32/Startpage.DC,Trojan,
Trojan:BAT/Banker.C,Trojan,
Trojan:Win32/Autorun.B,Trojan,
Trojan:Win32/Delf.CR,Trojan,
Trojan:Win32/Vhorse.X,Trojan,
Trojan:Win32/Vhorse.Y,Trojan,
Trojan:Win32/Vhorse.Z,Trojan,
Trojan:Win32/Vhorse.AA,Trojan,
Trojan:Win32/Vhorse.AB,Trojan,
Trojan:Win32/Vhorse.AC,Trojan,
Trojan:Win32/Vhorse.AD,Trojan,
Trojan:Win32/Vhorse.AE,Trojan,
Trojan:Win32/Vhorse.AF,Trojan,
Trojan:Win32/Vhorse.AG,Trojan,
Trojan:Win32/Vhorse.AH,Trojan,
Trojan:Win32/Vhorse.AI,Trojan,
Trojan:Win32/Vhorse.AJ,Trojan,
Trojan:Win32/Vhorse.AK,Trojan,
Trojan:Win32/Vhorse.AL,Trojan,
Trojan:Win32/Vhorse.AM,Trojan,
Trojan:Win32/Vhorse.AN,Trojan,
Trojan:Win32/Vhorse.AO,Trojan,
Trojan:Win32/Vhorse.AP,Trojan,
Trojan:Win32/Vhorse.AQ,Trojan,
Trojan:Win32/Vhorse.AR,Trojan,
Trojan:Win32/Killfiles.U,Trojan,
Trojan:Win32/Vharke.AF,Trojan,
Trojan:Win32/Vharke.AG,Trojan,
Trojan:Win32/Vharke.AH,Trojan,
Trojan:Win32/Vharke.AI,Trojan,
Trojan:Win32/Vharke.AJ,Trojan,
Trojan:Win32/Vharke.AK,Trojan,
Trojan:Win32/Vharke.AL,Trojan,
Trojan:Win32/Vharke.AM,Trojan,
Trojan:Win32/Vharke.AN,Trojan,
Trojan:Win32/Vharke.AO,Trojan,
Trojan:Win32/Vharke.AP,Trojan,
Trojan:Win32/Vharke.AQ,Trojan,
Trojan:Win32/Vharke.AR,Trojan,
Trojan:Win32/Vharke.AS,Trojan,
Trojan:Win32/Vharke.AT,Trojan,
Trojan:Win32/Vharke.AU,Trojan,
Trojan:Win32/Vharke.AV,Trojan,
Trojan:Win32/Vharke.AW,Trojan,
Trojan:Win32/Tibs.IG,Trojan,
Trojan:Win32/Vorus.A,Trojan,
Trojan:Win32/Vorus.B,Trojan,
Trojan:Win32/Vorus.C,Trojan,
Trojan:Win32/Vorus.D,Trojan,
Trojan:Win32/Vorus.E,Trojan,
Trojan:Win32/Vorus.F,Trojan,
Trojan:Win32/Vorus.G,Trojan,
Trojan:Win32/Vorus.H,Trojan,
Trojan:Win32/Vorus.I,Trojan,
Trojan:Win32/Vorus.J,Trojan,
Trojan:Win32/Vorus.K,Trojan,
Trojan:Win32/Vorus.L,Trojan,
Trojan:Win32/Vorus.M,Trojan,
Trojan:Win32/Vorus.N,Trojan,
Trojan:Win32/Vorus.O,Trojan,
Trojan:Win32/Vorus.P,Trojan,
Trojan:Win32/Vorus.Q,Trojan,
Trojan:Win32/Vorus.S,Trojan,
Trojan:Win32/Vorus.T,Trojan,
Trojan:Win32/Vorus.U,Trojan,
Trojan:Win32/Vorus.V,Trojan,
Trojan:Win32/Vorus.W,Trojan,
Trojan:Win32/Vorus.X,Trojan,
Trojan:Win32/Vorus.Y,Trojan,
Trojan:Win32/Vorus.Z,Trojan,
Trojan:Win32/Vorus.AA,Trojan,
Trojan:Win32/Vorus.AB,Trojan,
Trojan:Win32/Vorus.AC,Trojan,
Trojan:Win32/Vorus.AD,Trojan,
Trojan:Win32/Vorus.AE,Trojan,
Trojan:Win32/Vorus.AF,Trojan,
Trojan:Win32/Vorus.AG,Trojan,
Trojan:Win32/Vorus.AH,Trojan,
Trojan:Win32/Vapsup.C,Trojan,
Trojan:Win32/Arcbomb.A,Trojan,
Trojan:Win32/Adclicker.M,Trojan,
Trojan:Win32/Vhorse.AS,Trojan,
Trojan:Win32/Vhorse.AT,Trojan,
Trojan:Win32/Vhorse.AU,Trojan,
Trojan:Win32/Vhorse.AV,Trojan,
Trojan:Win32/Vhorse.AW,Trojan,
Trojan:Win32/Vhorse.AX,Trojan,
Trojan:Win32/Vhorse.AY,Trojan,
Trojan:Win32/Vhorse.AZ,Trojan,
Trojan:Win32/Vhorse.BA,Trojan,
Trojan:Win32/Vhorse.BB,Trojan,
Trojan:Win32/Vhorse.BC,Trojan,
Trojan:Win32/Vhorse.BD,Trojan,
Trojan:Win32/Vhorse.BE,Trojan,
Trojan:Win32/Vhorse.BF,Trojan,
Trojan:Win32/Vhorse.BG,Trojan,
Trojan:Win32/Vhorse.BH,Trojan,
Trojan:Win32/Vhorse.BI,Trojan,
Trojan:Win32/Vhorse.BJ,Trojan,
Trojan:Win32/Vhorse.BK,Trojan,
Trojan:Win32/Vhorse.BL,Trojan,
Trojan:Win32/Vhorse.BM,Trojan,
Trojan:Win32/Vhorse.BN,Trojan,
Trojan:Win32/Vhorse.BO,Trojan,
Trojan:Win32/Vhorse.BP,Trojan,
Trojan:Win32/Vhorse.BQ,Trojan,
Trojan:Win32/Vhorse.BR,Trojan,
Trojan:Win32/Vhorse.BS,Trojan,
Trojan:Win32/Vhorse.BT,Trojan,
Trojan:Win32/Vhorse.BU,Trojan,
Trojan:Win32/Vhorse.BV,Trojan,
Trojan:Win32/Vhorse.BW,Trojan,
Trojan:Win32/Vhorse.BX,Trojan,
Trojan:Win32/Vhorse.BY,Trojan,
Trojan:Win32/Vapsup.D,Trojan,
Trojan:Win32/Inject.R,Trojan,
Trojan:Win32/Vhorse.BZ,Trojan,
Trojan:Win32/Vhorse.CA,Trojan,
Trojan:Win32/Vhorse.CB,Trojan,
Trojan:Win32/Vhorse.CC,Trojan,
Trojan:Win32/Vhorse.CD,Trojan,
Trojan:Win32/Vhorse.CE,Trojan,
Trojan:Win32/Vhorse.CF,Trojan,
Trojan:Win32/Vhorse.CG,Trojan,
Trojan:Win32/Vhorse.CH,Trojan,
Trojan:Win32/Vhorse.CI,Trojan,
Trojan:Win32/Vhorse.CJ,Trojan,
Trojan:Win32/Vhorse.CK,Trojan,
Trojan:Win32/Vhorse.CL,Trojan,
Trojan:Win32/Vhorse.CM,Trojan,
Trojan:Win32/Vhorse.CN,Trojan,
Trojan:Win32/Vhorse.CO,Trojan,
Trojan:Win32/Vhorse.CP,Trojan,
Trojan:Win32/Refpron.gen!B,Trojan,
Trojan:Win32/VB.GE,Trojan,
Trojan:Win32/Piptea.A,Trojan,
Trojan:Win32/Vaklik.C,Trojan,
Trojan:Win32/Vhorse.CQ,Trojan,
Trojan:Win32/Vhorse.CR,Trojan,
Trojan:Win32/Vhorse.CS,Trojan,
Trojan:Win32/Vhorse.CT,Trojan,
Trojan:Win32/Vhorse.CU,Trojan,
Trojan:Win32/Vhorse.CV,Trojan,
Trojan:Win32/Vhorse.CW,Trojan,
Trojan:Win32/Vhorse.CX,Trojan,
Trojan:Win32/Vhorse.CY,Trojan,
Trojan:Win32/Vhorse.CZ,Trojan,
Trojan:Win32/Vhorse.DA,Trojan,
Trojan:Win32/Vhorse.DB,Trojan,
Trojan:Win32/Vhorse.DC,Trojan,
Trojan:Win32/VB.GH,Trojan,
Trojan:Win32/Vhorse.DD,Trojan,
Trojan:Win32/Vhorse.DE,Trojan,
Trojan:Win32/Vhorse.DF,Trojan,
Trojan:Win32/Vhorse.DG,Trojan,
Trojan:Win32/Vhorse.DH,Trojan,
Trojan:Win32/Vhorse.DI,Trojan,
Trojan:Win32/Vhorse.DJ,Trojan,
Trojan:Win32/Vhorse.DK,Trojan,
Trojan:Win32/Vhorse.DL,Trojan,
Trojan:Win32/Vhorse.DM,Trojan,
Trojan:Win32/Vhorse.DN,Trojan,
Trojan:Win32/Vhorse.DO,Trojan,
Trojan:Win32/Vhorse.DP,Trojan,
Trojan:Win32/Vhorse.DQ,Trojan,
Trojan:Win32/Vhorse.DR,Trojan,
Trojan:Win32/Vhorse.DS,Trojan,
Trojan:Win32/Vhorse.DT,Trojan,
Trojan:Win32/Vhorse.DU,Trojan,
Trojan:Win32/Vhorse.DV,Trojan,
Trojan:Win32/Vhorse.DW,Trojan,
Trojan:Win32/Vhorse.DX,Trojan,
Trojan:Win32/Vhorse.DY,Trojan,
Trojan:Win32/Vhorse.DZ,Trojan,
Trojan:Win32/Vhorse.EA,Trojan,
Trojan:Win32/Vhorse.EC,Trojan,
Trojan:Win32/Vhorse.ED,Trojan,
Trojan:Win32/Vhorse.EE,Trojan,
Trojan:Win32/Vhorse.EF,Trojan,
Trojan:Win32/Vhorse.EG,Trojan,
Trojan:Win32/Vhorse.EH,Trojan,
Trojan:Win32/Vhorse.EI,Trojan,
Trojan:Win32/Vhorse.EJ,Trojan,
Trojan:Win32/Vhorse.EK,Trojan,
Trojan:Win32/Vhorse.EL,Trojan,
Trojan:Win32/Vhorse.EM,Trojan,
Trojan:Win32/Vhorse.EN,Trojan,
Trojan:Win32/Vhorse.EO,Trojan,
Trojan:Win32/Vhorse.EP,Trojan,
Trojan:Win32/Cefyns.B,Trojan,
Trojan:Win32/Vcryptoz.A,Trojan,
Trojan:Win32/Delf.CZ,Trojan,
Trojan:Win32/Vake.A,Trojan,
Trojan:Win32/Vake.B,Trojan,
Trojan:Win32/Vake.D,Trojan,
Trojan:Win32/Vake.E,Trojan,
Trojan:Win32/Vake.F,Trojan,
Trojan:Win32/Vake.G,Trojan,
Trojan:Win32/Vake.H,Trojan,
Trojan:Win32/Vake.I,Trojan,
Trojan:Win32/Vake.J,Trojan,
Trojan:Win32/Vake.K,Trojan,
Trojan:Win32/Vake.L,Trojan,
Trojan:Win32/Vake.M,Trojan,
Trojan:Win32/Vake.O,Trojan,
Trojan:Win32/Vake.P,Trojan,
Trojan:Win32/Vake.Q,Trojan,
Trojan:JS/Redirector.V,Trojan,
Trojan:Win32/Binki.A,Trojan,
Trojan:Win32/BHO.M,Trojan,
Trojan:Win32/Agent.AZ!bat,Trojan,
Trojan:BAT/Qhost.AM,Trojan,
Trojan:Win32/Cutwail.AQ,Trojan,
Trojan:Win32/VB.ZO,Trojan,
Trojan:Win32/Startpage.DE,Trojan,
Trojan:Win32/Dopip.C,Trojan,
Trojan:Win32/BHO.N,Trojan,
Trojan:Win32/Injector.A,Trojan,
Trojan:Win32/Dopip.D,Trojan,
Trojan:Win32/Qhost.AM,Trojan,
Trojan:Win32/Tibs.IH,Trojan,
Trojan:Win32/Agent.VB,Trojan,
Trojan:Win32/Delf.UC,Trojan,
Trojan:Win32/Rebooter.F,Trojan,
Trojan:Win32/Helpud,Trojan,
Trojan:Win32/VB.GI,Trojan,
Trojan:JS/Cryptea.A,Trojan,
Trojan:Win32/Iniriror.A,Trojan,
Trojan:Win32/Tibs.II,Trojan,
Trojan:Win32/Iniriror.A!dll,Trojan,
Trojan:WinNT/Chon.A,Trojan,
Trojan:WinNT/Chon.B,Trojan,
Trojan:WinNT/Chon.C,Trojan,
Trojan:Win32/Pdfjsc.J,Trojan,
Trojan:Win32/Pdfjsc.K,Trojan,
Trojan:Win32/VB.JK,Trojan,
Trojan:Win32/Adclicker.M.dr,Trojan,
Trojan:Win32/Slefdel.A,Trojan,
Trojan:Win32/BHO.O,Trojan,
Trojan:Win32/Startpage.DF,Trojan,
Trojan:Win32/Fakebasrv.A,Trojan,
Trojan:WinNT/Tibs.gen!B,Trojan,
Trojan:WinNT/Tibs.gen!C,Trojan,
Trojan:Win32/Emold.F,Trojan,
Trojan:Win32/OnLineGames,Trojan,
Trojan:Win32/Brewcef.A,Trojan,
Trojan:JS/Redirector.X,Trojan,
Trojan:BAT/Blakhal.B,Trojan,
Trojan:Win32/Blakhal.B,Trojan,
Trojan:Win32/Zestlox.A,Trojan,
Trojan:Win32/Reppop.A,Trojan,
Trojan:Win32/Zlob.AX,Trojan,
Trojan:Win32/Vhorse.EQ,Trojan,
Trojan:Win32/Vhorse.ER,Trojan,
Trojan:Win32/Vhorse.ES,Trojan,
Trojan:Win32/Vhorse.ET,Trojan,
Trojan:Win32/Vhorse.EU,Trojan,
Trojan:Win32/Vhorse.EV,Trojan,
Trojan:Win32/Vhorse.EX,Trojan,
Trojan:Win32/Vhorse.EZ,Trojan,
Trojan:Win32/Vhorse.FB,Trojan,
Trojan:Win32/Vhorse.FC,Trojan,
Trojan:Win32/Vhorse.FD,Trojan,
Trojan:Win32/Vhorse.FE,Trojan,
Trojan:Win32/Vhorse.FF,Trojan,
Trojan:Win32/Vhorse.FJ,Trojan,
Trojan:Win32/Vhorse.FK,Trojan,
Trojan:Win32/Vhorse.FL,Trojan,
Trojan:Win32/Vhorse.FM,Trojan,
Trojan:Win32/Vhorse.FN,Trojan,
Trojan:Win32/Vhorse.FO,Trojan,
Trojan:Win32/Vhorse.FP,Trojan,
Trojan:Win32/Vhorse.FQ,Trojan,
Trojan:Win32/Vhorse.FR,Trojan,
Trojan:Win32/Vhorse.FS,Trojan,
Trojan:Win32/Vhorse.FT,Trojan,
Trojan:Win32/Vhorse.FU,Trojan,
Trojan:Win32/Vhorse.FV,Trojan,
Trojan:Win32/Vhorse.FW,Trojan,
Trojan:Win32/Vhorse.FX,Trojan,
Trojan:Win32/Vhorse.FY,Trojan,
Trojan:Win32/Vhorse.FZ,Trojan,
Trojan:Win32/Vhorse.GA,Trojan,
Trojan:Win32/Vhorse.GB,Trojan,
Trojan:Win32/Vhorse.GC,Trojan,
Trojan:Win32/Vhorse.GD,Trojan,
Trojan:Win32/Vhorse.GE,Trojan,
Trojan:Win32/Vhorse.GF,Trojan,
Trojan:Win32/Vhorse.GG,Trojan,
Trojan:Win32/Vhorse.GH,Trojan,
Trojan:Win32/Vhorse.GI,Trojan,
Trojan:Win32/Vhorse.GJ,Trojan,
Trojan:Win32/Vhorse.GK,Trojan,
Trojan:Win32/Vhorse.GL,Trojan,
Trojan:Win32/Vhorse.GM,Trojan,
Trojan:Win32/Vhorse.GO,Trojan,
Trojan:Win32/Vhorse.GP,Trojan,
Trojan:Win32/Vhorse.GQ,Trojan,
Trojan:Win32/Vhorse.GR,Trojan,
Trojan:Win32/BHO.P,Trojan,
Trojan:Win32/Zlob.AZ,Trojan,
Trojan:SWF/Redirector.A,Trojan,
Trojan:SWF/Redirector.B,Trojan,
Trojan:SWF/Redirector.C,Trojan,
Trojan:Win32/BHO.AA,Trojan,
Trojan:Win32/Vhorse.GT,Trojan,
Trojan:Win32/Vhorse.GV,Trojan,
Trojan:Win32/Vhorse.GW,Trojan,
Trojan:Win32/Vhorse.GX,Trojan,
Trojan:Win32/Vhorse.GY,Trojan,
Trojan:Win32/Vhorse.GZ,Trojan,
Trojan:Win32/Vhorse.HA,Trojan,
Trojan:Win32/Vhorse.HB,Trojan,
Trojan:Win32/Vhorse.HC,Trojan,
Trojan:Win32/Vhorse.HD,Trojan,
Trojan:Win32/Vhorse.HE,Trojan,
Trojan:Win32/Vhorse.HF,Trojan,
Trojan:Win32/Vhorse.HG,Trojan,
Trojan:Win32/Vhorse.HH,Trojan,
Trojan:Win32/Vhorse.HI,Trojan,
Trojan:Win32/Vhorse.HJ,Trojan,
Trojan:Win32/Vhorse.HK,Trojan,
Trojan:Win32/Vhorse.HL,Trojan,
Trojan:Win32/Vhorse.HM,Trojan,
Trojan:Win32/Vhorse.HN,Trojan,
Trojan:Win32/Vhorse.HO,Trojan,
Trojan:Win32/Vhorse.HP,Trojan,
Trojan:Win32/Vhorse.HQ,Trojan,
Trojan:Win32/Vhorse.HR,Trojan,
Trojan:Win32/Vhorse.HS,Trojan,
Trojan:Win32/Vhorse.HT,Trojan,
Trojan:Win32/Vhorse.HU,Trojan,
Trojan:Win32/Vhorse.HV,Trojan,
Trojan:Win32/Vhorse.HW,Trojan,
Trojan:Win32/Vhorse.HX,Trojan,
Trojan:Win32/Vhorse.HY,Trojan,
Trojan:Win32/Vhorse.HZ,Trojan,
Trojan:Win32/Vhorse.IA,Trojan,
Trojan:Win32/Vhorse.IB,Trojan,
Trojan:Win32/Vhorse.IC,Trojan,
Trojan:Win32/Vhorse.ID,Trojan,
Trojan:Win32/Vhorse.IE,Trojan,
Trojan:Win32/Vhorse.IF,Trojan,
Trojan:Win32/Vhorse.IG,Trojan,
Trojan:Win32/Vhorse.IH,Trojan,
Trojan:Win32/Vhorse.II,Trojan,
Trojan:Win32/Vhorse.IJ,Trojan,
Trojan:Win32/Vhorse.IK,Trojan,
Trojan:Win32/Vhorse.IM,Trojan,
Trojan:Win32/Vhorse.IN,Trojan,
Trojan:Win32/Vhorse.IO,Trojan,
Trojan:Win32/Vhorse.IP,Trojan,
Trojan:Win32/Vhorse.IQ,Trojan,
Trojan:Win32/Vhorse.IR,Trojan,
Trojan:Win32/Vhorse.IS,Trojan,
Trojan:Win32/Vhorse.IT,Trojan,
Trojan:Win32/Vhorse.IU,Trojan,
Trojan:Win32/Vhorse.IV,Trojan,
Trojan:Win32/Vhorse.IW,Trojan,
Trojan:Win32/Vhorse.IX,Trojan,
Trojan:Win32/Vhorse.IY,Trojan,
Trojan:Win32/Vhorse.IZ,Trojan,
Trojan:Win32/Vhorse.JA,Trojan,
Trojan:Win32/Vhorse.JB,Trojan,
Trojan:Win32/Vhorse.JC,Trojan,
Trojan:Win32/Vhorse.JD,Trojan,
Trojan:Win32/Treden.A,Trojan,
Trojan:SWF/Redirector.E,Trojan,
Trojan:SWF/Redirector.D,Trojan,
Trojan:SWF/Redirector.F,Trojan,
Trojan:SWF/Redirector.G,Trojan,
Trojan:SWF/Redirector.H,Trojan,
Trojan:Win32/Zlob.AY,Trojan,
Trojan:Win32/Zlob.AY!dll,Trojan,
Trojan:Win32/Fakepop.A,Trojan,
Trojan:SWF/Redirector.I,Trojan,
Trojan:Win32/Helpud.BA!dll,Trojan,
Trojan:Win32/Helpud.BA,Trojan,
Trojan:Win32/Vhorse.JE,Trojan,
Trojan:Win32/Vhorse.JF,Trojan,
Trojan:Win32/Vhorse.JG,Trojan,
Trojan:Win32/Vhorse.JH,Trojan,
Trojan:Win32/Vhorse.JI,Trojan,
Trojan:Win32/Vhorse.JJ,Trojan,
Trojan:Win32/Vhorse.JK,Trojan,
Trojan:Win32/Vhorse.JL,Trojan,
Trojan:Win32/Vhorse.JM,Trojan,
Trojan:Win32/Vhorse.JN,Trojan,
Trojan:Win32/Vhorse.JO,Trojan,
Trojan:Win32/Vhorse.JP,Trojan,
Trojan:Win32/Vhorse.JQ,Trojan,
Trojan:Win32/Vhorse.JR,Trojan,
Trojan:Win32/Vhorse.JS,Trojan,
Trojan:Win32/Vhorse.JT,Trojan,
Trojan:Win32/Vhorse.JU,Trojan,
Trojan:Win32/Vhorse.JV,Trojan,
Trojan:Win32/Vhorse.JX,Trojan,
Trojan:Win32/Vhorse.JY,Trojan,
Trojan:Win32/Vhorse.JZ,Trojan,
Trojan:Win32/Vhorse.KA,Trojan,
Trojan:Win32/Vhorse.KB,Trojan,
Trojan:Win32/Vhorse.KC,Trojan,
Trojan:Win32/Vhorse.KD,Trojan,
Trojan:Win32/Vhorse.KE,Trojan,
Trojan:Win32/Vhorse.KF,Trojan,
Trojan:Win32/Vhorse.KG,Trojan,
Trojan:Win32/Vhorse.KH,Trojan,
Trojan:Win32/Vhorse.KI,Trojan,
Trojan:Win32/Vhorse.KJ,Trojan,
Trojan:Win32/Vhorse.KK,Trojan,
Trojan:Win32/Vhorse.KL,Trojan,
Trojan:Win32/Vhorse.KM,Trojan,
Trojan:Win32/Vhorse.KN,Trojan,
Trojan:Win32/Vhorse.KO,Trojan,
Trojan:Win32/Vhorse.KP,Trojan,
Trojan:Win32/Vhorse.KQ,Trojan,
Trojan:Win32/Vhorse.KR,Trojan,
Trojan:Win32/Vhorse.KS,Trojan,
Trojan:Win32/Vhorse.KT,Trojan,
Trojan:Win32/Vhorse.KU,Trojan,
Trojan:Win32/Vhorse.KV,Trojan,
Trojan:Win32/Vhorse.KW,Trojan,
Trojan:Win32/Vhorse.KX,Trojan,
Trojan:Win32/Vhorse.KY,Trojan,
Trojan:Win32/Vhorse.KZ,Trojan,
Trojan:Win32/Vhorse.LA,Trojan,
Trojan:Win32/Vhorse.LB,Trojan,
Trojan:Win32/Vhorse.LC,Trojan,
Trojan:Win32/Vhorse.LD,Trojan,
Trojan:Win32/Vhorse.LE,Trojan,
Trojan:Win32/Vhorse.LF,Trojan,
Trojan:Win32/Vhorse.LG,Trojan,
Trojan:Win32/Vhorse.LH,Trojan,
Trojan:Win32/Vhorse.LI,Trojan,
Trojan:Win32/Vhorse.LJ,Trojan,
Trojan:Win32/Vhorse.LK,Trojan,
Trojan:Win32/Vhorse.LL,Trojan,
Trojan:Win32/Vhorse.LM,Trojan,
Trojan:Win32/Vhorse.LN,Trojan,
Trojan:Win32/Vhorse.LO,Trojan,
Trojan:Win32/Vhorse.LP,Trojan,
Trojan:Win32/Vhorse.LQ,Trojan,
Trojan:Win32/Vhorse.LR,Trojan,
Trojan:Win32/Vhorse.LS,Trojan,
Trojan:Win32/Vhorse.LT,Trojan,
Trojan:Win32/Vhorse.LU,Trojan,
Trojan:Win32/Vhorse.LV,Trojan,
Trojan:Win32/Vhorse.LW,Trojan,
Trojan:Win32/Vhorse.LX,Trojan,
Trojan:Win32/Vhorse.LY,Trojan,
Trojan:Win32/Vhorse.LZ,Trojan,
Trojan:Win32/Vhorse.MA,Trojan,
Trojan:Win32/Vhorse.MB,Trojan,
Trojan:Win32/Vhorse.MC,Trojan,
Trojan:Win32/Vhorse.MD,Trojan,
Trojan:Win32/Vhorse.ME,Trojan,
Trojan:Win32/Vhorse.MF,Trojan,
Trojan:Win32/Vhorse.MG,Trojan,
Trojan:Win32/Vhorse.MH,Trojan,
Trojan:Win32/Vhorse.MI,Trojan,
Trojan:Win32/Vhorse.MJ,Trojan,
Trojan:Win32/Vhorse.MK,Trojan,
Trojan:Win32/Vhorse.ML,Trojan,
Trojan:Win32/Vhorse.MM,Trojan,
Trojan:Win32/Vhorse.MN,Trojan,
Trojan:Win32/Vhorse.MO,Trojan,
Trojan:Win32/Vhorse.MP,Trojan,
Trojan:Win32/Vhorse.MQ,Trojan,
Trojan:Win32/Vhorse.MR,Trojan,
Trojan:Win32/Vhorse.MS,Trojan,
Trojan:Win32/Vhorse.MT,Trojan,
Trojan:Win32/Vhorse.MU,Trojan,
Trojan:Win32/Vhorse.MV,Trojan,
Trojan:Win32/Agent.ZFC,Trojan,
Trojan:WinNT/Chon.gen!A,Trojan,
Trojan:Win32/Zlob.GA,Trojan,
Trojan:Win32/Banker.GJ,Trojan,
Trojan:JS/Banker.GJ,Trojan,
Trojan:BAT/Banker.GJ,Trojan,
Trojan:VBS/Banker.GJ,Trojan,
Trojan:BAT/Kiersten.E,Trojan,
Trojan:WinNT/Huwankata.A,Trojan,
Trojan:Win32/Vhorse.MW,Trojan,
Trojan:Win32/Vhorse.MX,Trojan,
Trojan:Win32/Vhorse.MY,Trojan,
Trojan:Win32/Vhorse.MZ,Trojan,
Trojan:Win32/Vhorse.NA,Trojan,
Trojan:Win32/Vhorse.NB,Trojan,
Trojan:Win32/Vhorse.NC,Trojan,
Trojan:Win32/Vhorse.ND,Trojan,
Trojan:Win32/Vhorse.NI,Trojan,
Trojan:Win32/Vhorse.NJ,Trojan,
Trojan:Win32/Vhorse.NK,Trojan,
Trojan:Win32/Vhorse.NL,Trojan,
Trojan:Win32/Vhorse.NM,Trojan,
Trojan:Win32/Vhorse.NN,Trojan,
Trojan:Win32/Vhorse.NO,Trojan,
Trojan:Win32/Vhorse.NP,Trojan,
Trojan:Win32/Vhorse.NQ,Trojan,
Trojan:Win32/Vhorse.NR,Trojan,
Trojan:Win32/Vhorse.NS,Trojan,
Trojan:Win32/Vhorse.NT,Trojan,
Trojan:Win32/Vhorse.NU,Trojan,
Trojan:Win32/Vhorse.NV,Trojan,
Trojan:Win32/Vhorse.NW,Trojan,
Trojan:Win32/Vhorse.NX,Trojan,
Trojan:Win32/Vhorse.NY,Trojan,
Trojan:Win32/Vhorse.NZ,Trojan,
Trojan:Win32/Vhorse.OA,Trojan,
Trojan:Win32/Vhorse.OB,Trojan,
Trojan:Win32/Vhorse.OC,Trojan,
Trojan:Win32/Vhorse.OD,Trojan,
Trojan:Win32/Vhorse.OE,Trojan,
Trojan:Win32/Vhorse.OF,Trojan,
Trojan:Win32/Vhorse.OG,Trojan,
Trojan:Win32/Vhorse.OH,Trojan,
Trojan:Win32/Vhorse.OI,Trojan,
Trojan:Win32/Vhorse.OJ,Trojan,
Trojan:Win32/Vhorse.OK,Trojan,
Trojan:Win32/Vhorse.OL,Trojan,
Trojan:Win32/Vhorse.OM,Trojan,
Trojan:Win32/Vhorse.OO,Trojan,
Trojan:Win32/Vhorse.OQ,Trojan,
Trojan:Win32/Vhorse.OR,Trojan,
Trojan:Win32/Vhorse.OS,Trojan,
Trojan:Win32/Vhorse.OT,Trojan,
Trojan:Win32/Vhorse.OU,Trojan,
Trojan:Win32/Vhorse.OV,Trojan,
Trojan:Win32/Vhorse.OW,Trojan,
Trojan:Win32/Vhorse.OX,Trojan,
Trojan:Win32/Vhorse.OY,Trojan,
Trojan:Win32/Vhorse.OZ,Trojan,
Trojan:Win32/Vhorse.PA,Trojan,
Trojan:Win32/Vhorse.PB,Trojan,
Trojan:Win32/Vhorse.PC,Trojan,
Trojan:Win32/Vhorse.PD,Trojan,
Trojan:Win32/Vhorse.PE,Trojan,
Trojan:Win32/Vhorse.PF,Trojan,
Trojan:Win32/Vhorse.PG,Trojan,
Trojan:Win32/Vhorse.PH,Trojan,
Trojan:Win32/Vhorse.PI,Trojan,
Trojan:Win32/Vhorse.PJ,Trojan,
Trojan:Win32/Vhorse.PK,Trojan,
Trojan:Win32/Vhorse.PL,Trojan,
Trojan:Win32/Vhorse.PM,Trojan,
Trojan:Win32/Vhorse.PN,Trojan,
Trojan:Win32/Vhorse.PO,Trojan,
Trojan:Win32/Vhorse.PP,Trojan,
Trojan:Win32/Vhorse.PQ,Trojan,
Trojan:Win32/Vhorse.PR,Trojan,
Trojan:Win32/Vhorse.PS,Trojan,
Trojan:Win32/Vhorse.PT,Trojan,
Trojan:Win32/Vhorse.PU,Trojan,
Trojan:Win32/Vhorse.PV,Trojan,
