signature,metadata_category,metadata_comment
Trojan:Win32/Vhorse.PW,Trojan,
Trojan:Win32/Vhorse.PX,Trojan,
Trojan:Win32/Vhorse.PY,Trojan,
Trojan:Win32/Vhorse.PZ,Trojan,
Trojan:Win32/Vhorse.QA,Trojan,
Trojan:Win32/Vhorse.QB,Trojan,
Trojan:Win32/Vhorse.QC,Trojan,
Trojan:Win32/Vhorse.QE,Trojan,
Trojan:Win32/Vhorse.QF,Trojan,
Trojan:Win32/Vhorse.QG,Trojan,
Trojan:Win32/Vhorse.QH,Trojan,
Trojan:Win32/Vhorse.QI,Trojan,
Trojan:Win32/Vhorse.QJ,Trojan,
Trojan:Win32/Vhorse.QK,Trojan,
Trojan:Win32/Vhorse.QL,Trojan,
Trojan:Win32/Vhorse.QM,Trojan,
Trojan:Win32/Vhorse.QN,Trojan,
Trojan:Win32/Eson.C,Trojan,
Trojan:Win32/Eson.D,Trojan,
Trojan:Win32/Tibs.gen!K,Trojan,
Trojan:Win32/Vhorse.QO,Trojan,
Trojan:Win32/Vhorse.QP,Trojan,
Trojan:Win32/Vhorse.QQ,Trojan,
Trojan:Win32/Vhorse.QR,Trojan,
Trojan:Win32/Vhorse.QS,Trojan,
Trojan:Win32/Vhorse.QT,Trojan,
Trojan:Win32/Vhorse.QU,Trojan,
Trojan:Win32/Vhorse.QV,Trojan,
Trojan:Win32/Vhorse.QW,Trojan,
Trojan:Win32/Vhorse.QX,Trojan,
Trojan:Win32/Vhorse.QY,Trojan,
Trojan:Win32/Vhorse.QZ,Trojan,
Trojan:Win32/Vhorse.RA,Trojan,
Trojan:Win32/Vhorse.RB,Trojan,
Trojan:Win32/Vhorse.RC,Trojan,
Trojan:Win32/Vhorse.RD,Trojan,
Trojan:Win32/Vhorse.RE,Trojan,
Trojan:Win32/Vhorse.RF,Trojan,
Trojan:Win32/Vhorse.RG,Trojan,
Trojan:Win32/Vhorse.RH,Trojan,
Trojan:Win32/Vhorse.RI,Trojan,
Trojan:Win32/Vhorse.RJ,Trojan,
Trojan:Win32/Vhorse.RK,Trojan,
Trojan:Win32/Vhorse.RL,Trojan,
Trojan:Win32/Vhorse.RM,Trojan,
Trojan:Win32/Vhorse.RN,Trojan,
Trojan:Win32/Vhorse.RO,Trojan,
Trojan:Win32/Vhorse.RP,Trojan,
Trojan:Win32/Vhorse.RR,Trojan,
Trojan:Win32/Vhorse.RS,Trojan,
Trojan:Win32/Vhorse.RT,Trojan,
Trojan:Win32/Vhorse.RU,Trojan,
Trojan:Win32/Vhorse.RV,Trojan,
Trojan:Win32/Vhorse.RW,Trojan,
Trojan:Win32/Vhorse.RX,Trojan,
Trojan:Win32/Vhorse.RY,Trojan,
Trojan:Win32/Vhorse.RZ,Trojan,
Trojan:Win32/Vhorse.SA,Trojan,
Trojan:Win32/Vhorse.SB,Trojan,
Trojan:Win32/Vhorse.SC,Trojan,
Trojan:Win32/Vhorse.SD,Trojan,
Trojan:Win32/Vhorse.SE,Trojan,
Trojan:Win32/Vhorse.SF,Trojan,
Trojan:Win32/Vhorse.SG,Trojan,
Trojan:Win32/Vhorse.SH,Trojan,
Trojan:Win32/Vhorse.SI,Trojan,
Trojan:Win32/Vhorse.SJ,Trojan,
Trojan:Win32/Vhorse.SK,Trojan,
Trojan:Win32/Vhorse.SL,Trojan,
Trojan:Win32/Vhorse.SM,Trojan,
Trojan:Win32/Vhorse.SN,Trojan,
Trojan:Win32/Vhorse.SO,Trojan,
Trojan:Win32/Vhorse.SP,Trojan,
Trojan:Win32/Vhorse.SQ,Trojan,
Trojan:Win32/Vhorse.SR,Trojan,
Trojan:Win32/Vhorse.SS,Trojan,
Trojan:Win32/Vhorse.ST,Trojan,
Trojan:Win32/Vhorse.SU,Trojan,
Trojan:Win32/Vhorse.SV,Trojan,
Trojan:Win32/Vhorse.SW,Trojan,
Trojan:Win32/Vhorse.SX,Trojan,
Trojan:Win32/Vhorse.SY,Trojan,
Trojan:Win32/Vhorse.SZ,Trojan,
Trojan:Win32/Vhorse.TA,Trojan,
Trojan:Win32/Vhorse.TB,Trojan,
Trojan:Win32/Vhorse.TC,Trojan,
Trojan:Win32/Vhorse.TD,Trojan,
Trojan:Win32/Vhorse.TE,Trojan,
Trojan:Win32/Vhorse.TF,Trojan,
Trojan:Win32/Vhorse.TG,Trojan,
Trojan:Win32/Vhorse.TH,Trojan,
Trojan:Win32/Vhorse.TI,Trojan,
Trojan:Win32/Vhorse.TJ,Trojan,
Trojan:Win32/Vhorse.TK,Trojan,
Trojan:Win32/Vhorse.TL,Trojan,
Trojan:Win32/Vhorse.TM,Trojan,
Trojan:Win32/Vhorse.TN,Trojan,
Trojan:Win32/Vhorse.TO,Trojan,
Trojan:Win32/Vhorse.TP,Trojan,
Trojan:Win32/Vhorse.TQ,Trojan,
Trojan:Win32/Vhorse.TR,Trojan,
Trojan:Win32/Vhorse.TS,Trojan,
Trojan:Win32/Vhorse.TT,Trojan,
Trojan:Win32/Vhorse.TU,Trojan,
Trojan:Win32/Vhorse.TV,Trojan,
Trojan:Win32/Vhorse.TW,Trojan,
Trojan:Win32/Vhorse.TX,Trojan,
Trojan:Win32/Vhorse.TY,Trojan,
Trojan:Win32/Vhorse.TZ,Trojan,
Trojan:Win32/Vhorse.UA,Trojan,
Trojan:Win32/Vhorse.UB,Trojan,
Trojan:Win32/Vhorse.UC,Trojan,
Trojan:Win32/Vhorse.UD,Trojan,
Trojan:Win32/Vhorse.UE,Trojan,
Trojan:Win32/Vhorse.UF,Trojan,
Trojan:Win32/Vhorse.UG,Trojan,
Trojan:Win32/Vhorse.UH,Trojan,
Trojan:Win32/Vhorse.UI,Trojan,
Trojan:Win32/Vhorse.UJ,Trojan,
Trojan:Win32/Vhorse.UK,Trojan,
Trojan:Win32/Vhorse.UL,Trojan,
Trojan:Win32/Vhorse.UM,Trojan,
Trojan:Win32/Vhorse.UN,Trojan,
Trojan:Win32/Vhorse.UO,Trojan,
Trojan:Win32/Vhorse.UP,Trojan,
Trojan:Win32/Vhorse.UQ,Trojan,
Trojan:Win32/Vhorse.UR,Trojan,
Trojan:Win32/Vhorse.US,Trojan,
Trojan:Win32/Vhorse.UT,Trojan,
Trojan:Win32/Vhorse.UU,Trojan,
Trojan:Win32/Vhorse.UV,Trojan,
Trojan:Win32/Vhorse.UW,Trojan,
Trojan:Win32/Vhorse.UX,Trojan,
Trojan:Win32/Vhorse.UY,Trojan,
Trojan:Win32/Vhorse.UZ,Trojan,
Trojan:Win32/Vhorse.VA,Trojan,
Trojan:Win32/Vhorse.VB,Trojan,
Trojan:Win32/Vhorse.VC,Trojan,
Trojan:Win32/Vhorse.VD,Trojan,
Trojan:Win32/Vhorse.VE,Trojan,
Trojan:Win32/Vhorse.VF,Trojan,
Trojan:Win32/Vhorse.VG,Trojan,
Trojan:Win32/Vhorse.VH,Trojan,
Trojan:Win32/Vhorse.VI,Trojan,
Trojan:Win32/Vhorse.VJ,Trojan,
Trojan:Win32/Vhorse.VK,Trojan,
Trojan:Win32/Vhorse.VL,Trojan,
Trojan:Win32/Vhorse.VM,Trojan,
Trojan:Win32/Vhorse.VN,Trojan,
Trojan:Win32/Vhorse.VO,Trojan,
Trojan:Win32/Vhorse.VP,Trojan,
Trojan:Win32/Vhorse.VQ,Trojan,
Trojan:Win32/Vhorse.VR,Trojan,
Trojan:Win32/Vhorse.VS,Trojan,
Trojan:Win32/Vhorse.VU,Trojan,
Trojan:Win32/Vhorse.VV,Trojan,
Trojan:Win32/Vhorse.VX,Trojan,
Trojan:Win32/Vhorse.VY,Trojan,
Trojan:Win32/Vhorse.VZ,Trojan,
Trojan:Win32/Vhorse.WA,Trojan,
Trojan:Win32/Vhorse.WB,Trojan,
Trojan:Win32/Vhorse.WC,Trojan,
Trojan:Win32/Vhorse.WD,Trojan,
Trojan:Win32/Vhorse.WE,Trojan,
Trojan:Win32/Vhorse.WF,Trojan,
Trojan:Win32/Vhorse.WG,Trojan,
Trojan:Win32/Vhorse.WH,Trojan,
Trojan:Win32/Vhorse.WI,Trojan,
Trojan:Win32/Vhorse.WJ,Trojan,
Trojan:Win32/Vhorse.WK,Trojan,
Trojan:Win32/Vhorse.WL,Trojan,
Trojan:Win32/Vhorse.WM,Trojan,
Trojan:Win32/Vhorse.WN,Trojan,
Trojan:Win32/Vhorse.WO,Trojan,
Trojan:Win32/Vhorse.WP,Trojan,
Trojan:Win32/Vhorse.WQ,Trojan,
Trojan:Win32/Vhorse.WR,Trojan,
Trojan:Win32/Vhorse.WS,Trojan,
Trojan:Win32/Vhorse.WT,Trojan,
Trojan:Win32/Vhorse.WU,Trojan,
Trojan:Win32/Vhorse.WV,Trojan,
Trojan:Win32/Vhorse.WW,Trojan,
Trojan:Win32/Vhorse.WX,Trojan,
Trojan:Win32/Vhorse.WY,Trojan,
Trojan:Win32/Vhorse.WZ,Trojan,
Trojan:Win32/Vhorse.XA,Trojan,
Trojan:Win32/Vhorse.XB,Trojan,
Trojan:Win32/Vhorse.XC,Trojan,
Trojan:Win32/Vhorse.XD,Trojan,
Trojan:Win32/Vhorse.XE,Trojan,
Trojan:Win32/Vhorse.XF,Trojan,
Trojan:Win32/Vhorse.XG,Trojan,
Trojan:Win32/Vhorse.XH,Trojan,
Trojan:Win32/Vhorse.XI,Trojan,
Trojan:Win32/Vhorse.XJ,Trojan,
Trojan:Win32/Vhorse.XK,Trojan,
Trojan:Win32/Vhorse.XL,Trojan,
Trojan:Win32/Vhorse.XM,Trojan,
Trojan:Win32/Vhorse.XN,Trojan,
Trojan:Win32/Vhorse.XO,Trojan,
Trojan:Win32/Vhorse.XP,Trojan,
Trojan:Win32/Vhorse.XQ,Trojan,
Trojan:Win32/Vhorse.XR,Trojan,
Trojan:Win32/Vhorse.XS,Trojan,
Trojan:Win32/Vhorse.XT,Trojan,
Trojan:Win32/Vhorse.XU,Trojan,
Trojan:Win32/Vhorse.XV,Trojan,
Trojan:Win32/Vhorse.XW,Trojan,
Trojan:Win32/Vhorse.XX,Trojan,
Trojan:Win32/Vhorse.XY,Trojan,
Trojan:Win32/Vhorse.XZ,Trojan,
Trojan:Win32/Vhorse.YA,Trojan,
Trojan:Win32/Vhorse.YB,Trojan,
Trojan:Win32/Vhorse.YC,Trojan,
Trojan:Win32/Vhorse.YD,Trojan,
Trojan:Win32/Vhorse.YE,Trojan,
Trojan:Win32/Vhorse.YF,Trojan,
Trojan:Win32/Vhorse.YG,Trojan,
Trojan:Win32/Vhorse.YH,Trojan,
Trojan:Win32/Vhorse.YI,Trojan,
Trojan:Win32/Vhorse.YJ,Trojan,
Trojan:Win32/Vhorse.YK,Trojan,
Trojan:Win32/Vhorse.YL,Trojan,
Trojan:Win32/Vhorse.YM,Trojan,
Trojan:Win32/Vhorse.YN,Trojan,
Trojan:Win32/Vhorse.YO,Trojan,
Trojan:Win32/Vhorse.YP,Trojan,
Trojan:Win32/Vhorse.YQ,Trojan,
Trojan:Win32/Vhorse.YR,Trojan,
Trojan:Win32/Vhorse.YS,Trojan,
Trojan:Win32/Vhorse.YT,Trojan,
Trojan:Win32/Vhorse.YU,Trojan,
Trojan:Win32/Vhorse.YV,Trojan,
Trojan:Win32/Vhorse.YW,Trojan,
Trojan:Win32/Vhorse.YX,Trojan,
Trojan:Win32/Vhorse.YY,Trojan,
Trojan:Win32/Vhorse.YZ,Trojan,
Trojan:Win32/Vhorse.ZA,Trojan,
Trojan:Win32/Vhorse.ZB,Trojan,
Trojan:Win32/Vhorse.ZC,Trojan,
Trojan:Win32/Vhorse.ZD,Trojan,
Trojan:Win32/Vhorse.ZE,Trojan,
Trojan:Win32/Vhorse.ZF,Trojan,
Trojan:Win32/Vhorse.ZG,Trojan,
Trojan:Win32/Vhorse.ZH,Trojan,
Trojan:Win32/Vhorse.ZI,Trojan,
Trojan:Win32/Vhorse.ZJ,Trojan,
Trojan:Win32/Vhorse.ZK,Trojan,
Trojan:Win32/Vhorse.ZL,Trojan,
Trojan:Win32/Vhorse.ZM,Trojan,
Trojan:Win32/Vhorse.ZN,Trojan,
Trojan:Win32/Vhorse.ZO,Trojan,
Trojan:Win32/Vhorse.ZP,Trojan,
Trojan:Win32/Vhorse.ZQ,Trojan,
Trojan:Win32/Vhorse.ZR,Trojan,
Trojan:Win32/Vhorse.ZS,Trojan,
Trojan:Win32/Vhorse.ZT,Trojan,
Trojan:Win32/Vhorse.ZU,Trojan,
Trojan:Win32/Vhorse.ZV,Trojan,
Trojan:Win32/Vhorse.ZW,Trojan,
Trojan:Win32/Vhorse.ZX,Trojan,
Trojan:Win32/Vhorse.ZY,Trojan,
Trojan:Win32/Vhorse.ZZ,Trojan,
Trojan:Win32/Vhorse.AAA,Trojan,
Trojan:Win32/Vhorse.AAB,Trojan,
Trojan:Win32/Vhorse.AAC,Trojan,
Trojan:Win32/Vhorse.AAD,Trojan,
Trojan:Win32/Vhorse.AAE,Trojan,
Trojan:Win32/Vhorse.AAG,Trojan,
Trojan:Win32/Vhorse.AAH,Trojan,
Trojan:Win32/Vhorse.AAI,Trojan,
Trojan:Win32/Vhorse.AAJ,Trojan,
Trojan:Win32/Vhorse.AAK,Trojan,
Trojan:Win32/Vhorse.AAL,Trojan,
Trojan:Win32/Vhorse.AAM,Trojan,
Trojan:Win32/Vhorse.AAN,Trojan,
Trojan:Win32/Vhorse.AAO,Trojan,
Trojan:Win32/Vhorse.AAP,Trojan,
Trojan:Win32/Vhorse.AAQ,Trojan,
Trojan:Win32/Vhorse.AAR,Trojan,
Trojan:Win32/Vhorse.AAS,Trojan,
Trojan:Win32/Vhorse.AAT,Trojan,
Trojan:Win32/Vhorse.AAU,Trojan,
Trojan:Win32/Vhorse.AAV,Trojan,
Trojan:Win32/Vhorse.AAW,Trojan,
Trojan:Win32/Vhorse.AAX,Trojan,
Trojan:Win32/Vhorse.AAY,Trojan,
Trojan:Win32/Vhorse.AAZ,Trojan,
Trojan:Win32/Vhorse.ABA,Trojan,
Trojan:Win32/Vhorse.ABB,Trojan,
Trojan:Win32/Vhorse.ABC,Trojan,
Trojan:Win32/Vhorse.ABD,Trojan,
Trojan:Win32/Vhorse.ABE,Trojan,
Trojan:Win32/Vhorse.ABF,Trojan,
Trojan:Win32/Vhorse.ABG,Trojan,
Trojan:Win32/Vhorse.ABH,Trojan,
Trojan:Win32/Vhorse.ABI,Trojan,
Trojan:Win32/Vhorse.ABJ,Trojan,
Trojan:Win32/Vhorse.ABK,Trojan,
Trojan:Win32/Vhorse.ABL,Trojan,
Trojan:Win32/Vhorse.ABM,Trojan,
Trojan:Win32/Vhorse.ABN,Trojan,
Trojan:Win32/Vhorse.ABO,Trojan,
Trojan:Win32/Vhorse.ABP,Trojan,
Trojan:Win32/Vhorse.ABQ,Trojan,
Trojan:Win32/Vhorse.ABR,Trojan,
Trojan:Win32/Vhorse.ABS,Trojan,
Trojan:Win32/Vhorse.ABT,Trojan,
Trojan:Win32/Vhorse.ABU,Trojan,
Trojan:Win32/Vhorse.ABV,Trojan,
Trojan:Win32/Vhorse.ABW,Trojan,
Trojan:Win32/Vhorse.ABX,Trojan,
Trojan:Win32/Vhorse.ABY,Trojan,
Trojan:Win32/Vhorse.ABZ,Trojan,
Trojan:Win32/Vhorse.ACA,Trojan,
Trojan:Win32/Vhorse.ACB,Trojan,
Trojan:Win32/Vhorse.ACC,Trojan,
Trojan:Win32/Vhorse.ACD,Trojan,
Trojan:Win32/Vhorse.ACE,Trojan,
Trojan:Win32/Vhorse.ACF,Trojan,
Trojan:Win32/Vhorse.ACG,Trojan,
Trojan:Win32/Vhorse.ACH,Trojan,
Trojan:Win32/Vhorse.ACI,Trojan,
Trojan:Win32/Vhorse.ACJ,Trojan,
Trojan:Win32/Vhorse.ACK,Trojan,
Trojan:Win32/Vhorse.ACL,Trojan,
Trojan:Win32/Vhorse.ACM,Trojan,
Trojan:Win32/Vhorse.ACN,Trojan,
Trojan:Win32/Vhorse.ACO,Trojan,
Trojan:Win32/Vhorse.ACP,Trojan,
Trojan:Win32/Vhorse.ACQ,Trojan,
Trojan:Win32/Vhorse.ACR,Trojan,
Trojan:Win32/Vhorse.ACS,Trojan,
Trojan:Win32/Vhorse.ACT,Trojan,
Trojan:Win32/Vhorse.ACU,Trojan,
Trojan:Win32/Vhorse.ACV,Trojan,
Trojan:Win32/Vhorse.ACW,Trojan,
Trojan:Win32/Vhorse.ACX,Trojan,
Trojan:Win32/Vhorse.ACY,Trojan,
Trojan:Win32/Vhorse.ACZ,Trojan,
Trojan:Win32/Vhorse.ADA,Trojan,
Trojan:Win32/Vhorse.ADB,Trojan,
Trojan:Win32/Vhorse.ADC,Trojan,
Trojan:Win32/Vhorse.ADD,Trojan,
Trojan:Win32/Vhorse.ADE,Trojan,
Trojan:Win32/Vhorse.ADF,Trojan,
Trojan:Win32/Vhorse.ADG,Trojan,
Trojan:Win32/Vhorse.ADH,Trojan,
Trojan:Win32/Vhorse.ADI,Trojan,
Trojan:Win32/Vhorse.ADJ,Trojan,
Trojan:Win32/Vhorse.ADK,Trojan,
Trojan:Win32/Vhorse.ADL,Trojan,
Trojan:Win32/Vhorse.ADM,Trojan,
Trojan:Win32/Vhorse.ADN,Trojan,
Trojan:Win32/Vhorse.ADO,Trojan,
Trojan:Win32/Vhorse.ADP,Trojan,
Trojan:Win32/Vhorse.ADQ,Trojan,
Trojan:Win32/Vhorse.ADR,Trojan,
Trojan:Win32/Vhorse.ADS,Trojan,
Trojan:Win32/Vhorse.ADT,Trojan,
Trojan:Win32/Vhorse.ADV,Trojan,
Trojan:Win32/Vhorse.ADW,Trojan,
Trojan:Win32/Vhorse.ADX,Trojan,
Trojan:Win32/Vhorse.ADY,Trojan,
Trojan:Win32/Vhorse.ADZ,Trojan,
Trojan:Win32/Vhorse.AEA,Trojan,
Trojan:Win32/Vhorse.AEB,Trojan,
Trojan:Win32/Vhorse.AEC,Trojan,
Trojan:Win32/Vhorse.AED,Trojan,
Trojan:Win32/Vhorse.AEE,Trojan,
Trojan:Win32/Vhorse.AEF,Trojan,
Trojan:Win32/Vhorse.AEG,Trojan,
Trojan:Win32/Vhorse.AEH,Trojan,
Trojan:Win32/Vhorse.AEI,Trojan,
Trojan:Win32/Vhorse.AEJ,Trojan,
Trojan:Win32/Vhorse.AEK,Trojan,
Trojan:Win32/Vhorse.AEL,Trojan,
Trojan:Win32/Vhorse.AEM,Trojan,
Trojan:Win32/Vhorse.AEN,Trojan,
Trojan:Win32/Vhorse.AEO,Trojan,
Trojan:Win32/Vhorse.AEP,Trojan,
Trojan:Win32/Vhorse.AEQ,Trojan,
Trojan:Win32/Vhorse.AER,Trojan,
Trojan:Win32/Vhorse.AES,Trojan,
Trojan:Win32/Vhorse.AET,Trojan,
Trojan:Win32/Vhorse.AEU,Trojan,
Trojan:Win32/Vhorse.AEV,Trojan,
Trojan:Win32/Vhorse.AEW,Trojan,
Trojan:Win32/Vhorse.AEX,Trojan,
Trojan:Win32/Vhorse.AEY,Trojan,
Trojan:Win32/Vhorse.AEZ,Trojan,
Trojan:Win32/Vhorse.AFA,Trojan,
Trojan:Win32/Vhorse.AFB,Trojan,
Trojan:Win32/Vhorse.AFC,Trojan,
Trojan:Win32/Vhorse.AFD,Trojan,
Trojan:Win32/Vhorse.AFE,Trojan,
Trojan:Win32/Vhorse.AFF,Trojan,
Trojan:Win32/Vhorse.AFG,Trojan,
Trojan:Win32/Vhorse.AFH,Trojan,
Trojan:Win32/Vhorse.AFI,Trojan,
Trojan:Win32/Vhorse.AFK,Trojan,
Trojan:Win32/Vhorse.AFL,Trojan,
Trojan:Win32/Vhorse.AFM,Trojan,
Trojan:Win32/Vhorse.AFN,Trojan,
Trojan:Win32/Vhorse.AFO,Trojan,
Trojan:Win32/Vhorse.AFP,Trojan,
Trojan:Win32/Vhorse.AFQ,Trojan,
Trojan:Win32/Vhorse.AFR,Trojan,
Trojan:Win32/Vhorse.AFS,Trojan,
Trojan:Win32/Vhorse.AFT,Trojan,
Trojan:Win32/Vhorse.AFU,Trojan,
Trojan:Win32/Vhorse.AFV,Trojan,
Trojan:Win32/Vhorse.AFW,Trojan,
Trojan:Win32/Vhorse.AFX,Trojan,
Trojan:Win32/Vhorse.AFY,Trojan,
Trojan:Win32/Vhorse.AFZ,Trojan,
Trojan:Win32/Vhorse.AGA,Trojan,
Trojan:Win32/Vhorse.AGB,Trojan,
Trojan:Win32/Vhorse.AGC,Trojan,
Trojan:Win32/Vhorse.AGD,Trojan,
Trojan:Win32/Vhorse.AGE,Trojan,
Trojan:Win32/Vhorse.AGF,Trojan,
Trojan:Win32/Vhorse.AGG,Trojan,
Trojan:Win32/Vhorse.AGH,Trojan,
Trojan:Win32/Vhorse.AGI,Trojan,
Trojan:Win32/Vhorse.AGJ,Trojan,
Trojan:Win32/Vhorse.AGK,Trojan,
Trojan:Win32/Vhorse.AGL,Trojan,
Trojan:Win32/Vhorse.AGM,Trojan,
Trojan:Win32/Vhorse.AGN,Trojan,
Trojan:Win32/Vhorse.AGO,Trojan,
Trojan:Win32/Vhorse.AGP,Trojan,
Trojan:Win32/Vhorse.AGQ,Trojan,
Trojan:Win32/Vhorse.AGR,Trojan,
Trojan:Win32/Vhorse.AGS,Trojan,
Trojan:Win32/Vhorse.AGT,Trojan,
Trojan:Win32/Vhorse.AGU,Trojan,
Trojan:Win32/Vhorse.AGV,Trojan,
Trojan:Win32/Vhorse.AGW,Trojan,
Trojan:Win32/Vhorse.AGX,Trojan,
Trojan:Win32/Vhorse.AGY,Trojan,
Trojan:Win32/Vhorse.AGZ,Trojan,
Trojan:Win32/Vhorse.AHA,Trojan,
Trojan:Win32/Vhorse.AHB,Trojan,
Trojan:Win32/Vhorse.AHC,Trojan,
Trojan:Win32/Vhorse.AHD,Trojan,
Trojan:Win32/Vhorse.AHE,Trojan,
Trojan:Win32/Vhorse.AHF,Trojan,
Trojan:Win32/Vhorse.AHG,Trojan,
Trojan:Win32/Vhorse.AHH,Trojan,
Trojan:Win32/Vhorse.AHI,Trojan,
Trojan:Win32/Vhorse.AHJ,Trojan,
Trojan:Win32/Vhorse.AHK,Trojan,
Trojan:Win32/Vhorse.AHL,Trojan,
Trojan:Win32/Vhorse.AHM,Trojan,
Trojan:Win32/Vhorse.AHN,Trojan,
Trojan:Win32/Vhorse.AHO,Trojan,
Trojan:Win32/Vhorse.AHP,Trojan,
Trojan:Win32/Vhorse.AHQ,Trojan,
Trojan:Win32/VB.GJ,Trojan,
Trojan:WinNT/Craztone.A,Trojan,
Trojan:Win32/Startpage.DG,Trojan,
Trojan:WinNT/Craztone.B,Trojan,
Trojan:Win32/Dogbab.A,Trojan,
Trojan:WinNT/Dogbab.A,Trojan,
Trojan:Win32/Pepatch.F,Trojan,
Trojan:Win32/Cadux.C,Trojan,
Trojan:Win32/Redenav,Trojan,
Trojan:Win32/Noexplore.A,Trojan,
Trojan:Win32/Startpage.ADZ,Trojan,
Trojan:Win32/Nebuler.gen!F,Trojan,
Trojan:JS/Redirector.Y,Trojan,
Trojan:Win32/Nacluv.A,Trojan,
Trojan:Win32/Klik.A,Trojan,
Trojan:JS/Proxas.B,Trojan,
Trojan:Win32/Tibs.JAA,Trojan,
Trojan:Win32/Tibs.JAB,Trojan,
Trojan:Win32/VB.GK,Trojan,
Trojan:Win32/Emold.G,Trojan,
Trojan:Win32/Fibmont.A,Trojan,
Trojan:Win32/Wecorl.A,Trojan,
Trojan:Win32/Hexzone.A!dll,Trojan,
Trojan:WinNT/Koutodoor.A,Trojan,
Trojan:Win32/Hexzone.A!dr,Trojan,
Trojan:Win32/Wecorl.B,Trojan,
Trojan:Win32/Warece.D,Trojan,
Trojan:Win32/Tibs.gen!L,Trojan,
Trojan:Win32/Clort.A!exploit,Trojan,
Trojan:Win32/Clort.A.dr,Trojan,
Trojan:Win32/Clort.A,Trojan,
Trojan:Win32/Exrand,Trojan,
Trojan:Win32/BHO.Q,Trojan,
Trojan:Win32/Tibs.gen!M,Trojan,
Trojan:Win32/Webr.A,Trojan,
Trojan:Win32/Nebuler.H,Trojan,
Trojan:Win32/Wecorl.gen!A,Trojan,
Trojan:Win32/Wecorl.gen!B,Trojan,
Trojan:Java/Swapi.A,Trojan,
Trojan:Win32/Tibs.JAC,Trojan,
Trojan:Win32/Linkoptimizer.B,Trojan,
Trojan:Win32/Tibs.IJ,Trojan,
Trojan:Win32/Tibs.gen!N,Trojan,
Trojan:Win32/Tibs.IK,Trojan,
Trojan:Win32/Tibs.JBA,Trojan,
Trojan:Win32/Wimpixo.gen!A,Trojan,
Trojan:Win32/Iceroe.C,Trojan,
Trojan:Win32/Startpage.ZC,Trojan,
Trojan:Win32/Punad.A,Trojan,
Trojan:Win32/Momsed.A,Trojan,
Trojan:SWF/Redirector.K,Trojan,
Trojan:Win32/Tibs.JBB,Trojan,
Trojan:Win32/BHO.R,Trojan,
Trojan:Win32/SystemHijack.gen!dll,Trojan,
Trojan:Win32/Exhost,Trojan,
Trojan:Win32/VB.GL,Trojan,
Trojan:Win32/Oderips,Trojan,
Trojan:Win32/Startpage.ABP,Trojan,
Trojan:Win32/Delf.CT,Trojan,
Trojan:JS/Redirector.AA,Trojan,
Trojan:Win32/Tibs.JBC,Trojan,
Trojan:Win32/Tibs.JBD,Trojan,
Trojan:Win32/Tibs.JBE,Trojan,
Trojan:Win32/Tibs.JBF,Trojan,
Trojan:Win32/Tibs.JBG,Trojan,
Trojan:JS/Redirector.W,Trojan,
Trojan:JS/Yewbmoat.B,Trojan,
Trojan:Win32/Dobfect.A,Trojan,
Trojan:Win32/Rootkit.gen!C,Trojan,
Trojan:Win32/Dursg.B,Trojan,
Trojan:Win32/Dursg.A,Trojan,
Trojan:Win32/Angod,Trojan,
Trojan:Win32/Timpin,Trojan,
Trojan:Win32/Qhost.gen!D,Trojan,
Trojan:Win32/Delf.CV,Trojan,
Trojan:Win32/Tibs.gen!O,Trojan,
Trojan:Win32/BHO.H,Trojan,
Trojan:Win32/BHO.G,Trojan,
Trojan:Win32/Healsock,Trojan,
Trojan:Win32/Popad,Trojan,
Trojan:Win32/Tibs.gen!P,Trojan,
Trojan:Win32/Chepdu.D,Trojan,
Trojan:Win32/Tibs.gen!Q,Trojan,
Trojan:Win32/Tibs.gen!R,Trojan,
Trojan:Win32/Tibs.IL,Trojan,
Trojan:Win32/Seesplore.A,Trojan,
Trojan:Win32/Delf.CW,Trojan,
Trojan:Win32/Subsys.gen!A,Trojan,
Trojan:Win32/Zlxget.A,Trojan,
Trojan:Win32/Tibs.HX,Trojan,
Trojan:Win32/Tibs.IM,Trojan,
Trojan:Win32/Fakewarn,Trojan,
Trojan:Win32/Malwarn,Trojan,
Trojan:Win32/BHO.S,Trojan,
Trojan:Win32/Almanah.C!dll,Trojan,
Trojan:Win32/Agent.FA!dll,Trojan,
Trojan:Win32/Delf.DC,Trojan,
Trojan:Win32/Tibs.gen!S,Trojan,
Trojan:Win32/Boaxxe.G,Trojan,
Trojan:WinNT/Bancos.A,Trojan,
Trojan:Win32/Badducc.A,Trojan,
Trojan:Win32/Delf.DD,Trojan,
Trojan:Win32/Bagle.B,Trojan,
Trojan:Win32/Mikorid.A,Trojan,
Trojan:Win32/Cefyns.gen!B,Trojan,
Trojan:Win32/Tibs.IN,Trojan,
Trojan:Win32/FakeInstaller,Trojan,
Trojan:Win32/Tibs.IO,Trojan,
Trojan:Win32/Adialer.NAD,Trojan,
Trojan:Win32/Delf.DI,Trojan,
Trojan:Win32/Delf.DH,Trojan,
Trojan:Win32/BHO.AB,Trojan,
Trojan:Win32/Tibs.JBH,Trojan,
Trojan:Win32/Tibs.JBI,Trojan,
Trojan:Win32/Tibs.JBJ,Trojan,
Trojan:Win32/Tibs.JBK,Trojan,
Trojan:Win32/Tibs.JBL,Trojan,
