ip,port,metadata_comment
104.250.167.40,9093,Possible DcRat IP (Unverified)
104.64.64.174,25,Possible Interactsh IP (Unverified)
104.64.64.174,53,Possible Interactsh IP (Unverified)
106.15.1.102,53,Possible Interactsh IP (Unverified)
106.55.71.62,8989,Possible AdaptixC2 IP (Unverified)
107.143.144.154,8080,Possible Deimos IP (Unverified)
107.148.2.52,3232,Possible Reverse_SSH IP (Unverified)
107.155.122.172,25,Possible Interactsh IP (Unverified)
107.155.122.172,465,Possible Interactsh IP (Unverified)
107.155.122.172,53,Possible Interactsh IP (Unverified)
107.155.122.172,587,Possible Interactsh IP (Unverified)
107.172.131.102,25,Possible Interactsh IP (Unverified)
107.172.131.102,465,Possible Interactsh IP (Unverified)
107.172.131.102,53,Possible Interactsh IP (Unverified)
107.172.131.102,8025,Possible Interactsh IP (Unverified)
107.172.133.195,56001,Possible AsyncRAT IP (Unverified)
107.172.137.224,443,Possible BurpSuite Collaborator IP (Unverified)
107.172.137.224,80,Possible BurpSuite Collaborator IP (Unverified)
107.172.140.187,32333,Possible AdaptixC2 IP (Unverified)
107.172.238.13,14646,Possible Remcos IP (Unverified)
107.172.238.14,14644,Possible Remcos IP (Unverified)
107.172.3.15,7443,Possible Mythic IP (Unverified)
107.172.87.130,12033,Possible Supershell IP (Unverified)
107.173.221.204,3232,Possible Reverse_SSH IP (Unverified)
107.173.9.99,14641,Possible Remcos IP (Unverified)
107.173.9.99,14642,Possible Remcos IP (Unverified)
107.173.9.99,14644,Possible Remcos IP (Unverified)
107.173.9.99,14648,Possible Remcos IP (Unverified)
107.173.9.99,14649,Possible Remcos IP (Unverified)
107.174.195.61,25,Possible Interactsh IP (Unverified)
107.174.195.61,53,Possible Interactsh IP (Unverified)
107.174.214.89,25,Possible Interactsh IP (Unverified)
107.174.214.89,53,Possible Interactsh IP (Unverified)
107.174.214.89,587,Possible Interactsh IP (Unverified)
107.174.231.200,3790,Possible Metasploit IP (Unverified)
107.174.66.7,1080,Possible wstunnel IP (Unverified)
108.130.211.1,53,Possible Interactsh IP (Unverified)
108.165.121.73,53,Possible Interactsh IP (Unverified)
108.181.115.171,443,Possible Ransomhub Python C2 IP (Unverified)
108.181.115.171,8000,Possible Ransomhub Python C2 IP (Unverified)
108.181.115.254,443,Possible Ransomhub Python C2 IP (Unverified)
108.181.115.254,7045,Possible Ransomhub Python C2 IP (Unverified)
108.181.182.143,443,Possible Ransomhub Python C2 IP (Unverified)
108.181.182.143,8000,Possible Ransomhub Python C2 IP (Unverified)
109.123.242.116,3790,Possible Metasploit IP (Unverified)
109.199.113.238,25,Possible Interactsh IP (Unverified)
109.199.113.238,443,Possible Interactsh IP (Unverified)
109.199.113.238,465,Possible Interactsh IP (Unverified)
109.199.113.238,53,Possible Interactsh IP (Unverified)
109.199.113.238,587,Possible Interactsh IP (Unverified)
109.199.127.102,443,Possible BurpSuite Collaborator IP (Unverified)
109.199.127.102,80,Possible BurpSuite Collaborator IP (Unverified)
109.199.97.174,6010,Possible Evilginx/EvilGoPhish IP (Unverified)
109.205.61.30,7687,Possible Metasploit IP (Unverified)
109.228.59.27,3790,Possible Metasploit IP (Unverified)
109.234.106.133,443,Possible BurpSuite Collaborator IP (Unverified)
109.234.106.133,80,Possible BurpSuite Collaborator IP (Unverified)
109.61.2.174,443,Possible wstunnel IP (Unverified)
109.73.193.242,10140,Possible AdaptixC2 IP (Unverified)
110.13.35.37,443,Possible NetSupportRAT IP (Unverified)
110.165.22.19,443,Possible Interactsh IP (Unverified)
110.165.22.19,80,Possible Interactsh IP (Unverified)
110.40.229.122,25,Possible Interactsh IP (Unverified)
110.40.229.122,53,Possible Interactsh IP (Unverified)
110.40.229.122,587,Possible Interactsh IP (Unverified)
110.40.229.122,80,Possible Interactsh IP (Unverified)
110.41.2.64,3232,Possible Reverse_SSH IP (Unverified)
110.41.2.64,55558,Possible Supershell IP (Unverified)
110.42.34.220,4321,Possible AdaptixC2 IP (Unverified)
111.119.234.82,25,Possible Interactsh IP (Unverified)
111.119.234.82,443,Possible Interactsh IP (Unverified)
111.119.234.82,465,Possible Interactsh IP (Unverified)
111.119.234.82,53,Possible Interactsh IP (Unverified)
111.119.234.82,587,Possible Interactsh IP (Unverified)
111.119.234.82,80,Possible Interactsh IP (Unverified)
111.119.238.197,25,Possible Interactsh IP (Unverified)
111.119.238.197,443,Possible Interactsh IP (Unverified)
111.119.238.197,465,Possible Interactsh IP (Unverified)
111.119.238.197,53,Possible Interactsh IP (Unverified)
111.119.238.197,587,Possible Interactsh IP (Unverified)
111.119.238.197,80,Possible Interactsh IP (Unverified)
111.229.144.163,60000,Possible Viper IP (Unverified)
111.229.154.250,4321,Possible AdaptixC2 IP (Unverified)
111.229.193.141,8888,Possible Supershell IP (Unverified)
111.47.24.80,1030,Possible wstunnel IP (Unverified)
112.5.58.181,7001,Possible Deimos IP (Unverified)
113.31.106.85,7443,Possible Mythic IP (Unverified)
113.31.118.180,7443,Possible Mythic IP (Unverified)
113.44.64.117,7443,Possible Mythic IP (Unverified)
113.44.90.0,60000,Possible Viper IP (Unverified)
113.45.238.149,3232,Possible Reverse_SSH IP (Unverified)
113.45.238.149,8888,Possible Supershell IP (Unverified)
114.132.190.121,4321,Possible AdaptixC2 IP (Unverified)
114.132.190.121,8888,Possible Supershell IP (Unverified)
114.132.214.126,49999,Possible wstunnel IP (Unverified)
114.132.238.70,4321,Possible AdaptixC2 IP (Unverified)
114.132.251.233,8888,Possible Supershell IP (Unverified)
114.132.54.101,25,Possible Interactsh IP (Unverified)
114.132.54.101,53,Possible Interactsh IP (Unverified)
114.132.54.101,587,Possible Interactsh IP (Unverified)
114.132.54.101,80,Possible Interactsh IP (Unverified)
114.66.46.76,8899,Possible Supershell IP (Unverified)
114.66.58.11,8888,Possible Supershell IP (Unverified)
115.190.108.6,54233,Possible PoshC2 IP (Unverified)
115.190.247.97,4321,Possible AdaptixC2 IP (Unverified)
115.190.55.119,2095,Possible Reverse_SSH IP (Unverified)
115.191.18.57,3232,Possible Reverse_SSH IP (Unverified)
115.191.18.57,8888,Possible Supershell IP (Unverified)
115.42.60.122,5440,Possible DcRat IP (Unverified)
115.68.231.253,8443,Possible Interactsh IP (Unverified)
115.68.231.253,8888,Possible Interactsh IP (Unverified)
115.75.66.68,6606,Possible AsyncRAT IP (Unverified)
115.75.66.68,6821,Possible AsyncRAT IP (Unverified)
115.75.66.68,7707,Possible AsyncRAT IP (Unverified)
115.75.66.68,8808,Possible AsyncRAT IP (Unverified)
116.202.121.27,443,Possible BurpSuite Collaborator IP (Unverified)
116.202.121.27,80,Possible BurpSuite Collaborator IP (Unverified)
116.203.139.44,8080,Possible Interactsh IP (Unverified)
116.203.156.191,3380,Possible BurpSuite Collaborator IP (Unverified)
116.203.156.191,443,Possible BurpSuite Collaborator IP (Unverified)
116.203.156.191,80,Possible BurpSuite Collaborator IP (Unverified)
117.50.10.129,53,Possible Interactsh IP (Unverified)
117.50.10.129,80,Possible Interactsh IP (Unverified)
117.72.101.55,9520,Possible CHAOS IP (Unverified)
117.72.119.63,7088,Possible Supershell IP (Unverified)
117.72.119.63,7222,Possible Reverse_SSH IP (Unverified)
117.72.209.125,3333,Possible Reverse_SSH IP (Unverified)
117.72.212.117,53,Possible Interactsh IP (Unverified)
117.72.212.117,80,Possible Interactsh IP (Unverified)
117.72.38.14,3232,Possible Reverse_SSH IP (Unverified)
117.72.38.14,8888,Possible Supershell IP (Unverified)
117.72.45.63,3790,Possible Metasploit IP (Unverified)
117.72.73.84,443,Possible BurpSuite Collaborator IP (Unverified)
117.72.73.84,80,Possible BurpSuite Collaborator IP (Unverified)
118.107.21.27,11601,Possible Ligolo-ng IP (Unverified)
118.107.44.140,2096,Possible Reverse_SSH IP (Unverified)
118.107.44.149,2096,Possible Reverse_SSH IP (Unverified)
118.107.44.162,2096,Possible Reverse_SSH IP (Unverified)
118.107.5.209,4321,Possible AdaptixC2 IP (Unverified)
118.145.138.6,49999,Possible wstunnel IP (Unverified)
118.163.155.213,25,Possible Interactsh IP (Unverified)
118.163.155.213,465,Possible Interactsh IP (Unverified)
118.163.155.213,53,Possible Interactsh IP (Unverified)
118.163.155.213,587,Possible Interactsh IP (Unverified)
118.195.130.210,3232,Possible Reverse_SSH IP (Unverified)
118.22.34.87,443,Possible BurpSuite Collaborator IP (Unverified)
118.22.34.87,80,Possible BurpSuite Collaborator IP (Unverified)
119.23.77.172,888,Possible wstunnel IP (Unverified)
119.45.190.210,3232,Possible Reverse_SSH IP (Unverified)
119.45.190.210,8888,Possible Supershell IP (Unverified)
119.59.118.75,4321,Possible AdaptixC2 IP (Unverified)
119.91.45.127,49999,Possible wstunnel IP (Unverified)
12.110.86.134,443,Possible BurpSuite Collaborator IP (Unverified)
12.110.86.134,80,Possible BurpSuite Collaborator IP (Unverified)
120.136.24.164,3790,Possible Metasploit IP (Unverified)
120.138.30.134,443,Possible BurpSuite Collaborator IP (Unverified)
120.138.30.134,80,Possible BurpSuite Collaborator IP (Unverified)
120.237.147.54,3790,Possible Metasploit IP (Unverified)
120.48.108.197,25,Possible Interactsh IP (Unverified)
120.48.108.197,53,Possible Interactsh IP (Unverified)
120.48.108.197,587,Possible Interactsh IP (Unverified)
120.78.84.228,888,Possible wstunnel IP (Unverified)
122.114.10.199,443,Possible Sliver IP (Unverified)
122.114.10.199,8001,Possible Sliver IP (Unverified)
122.155.223.144,3790,Possible Metasploit IP (Unverified)
123.156.62.67,3790,Possible Metasploit IP (Unverified)
123.177.53.150,10602,Possible wstunnel IP (Unverified)
124.127.59.111,443,Possible Interactsh IP (Unverified)
124.221.221.58,3232,Possible Reverse_SSH IP (Unverified)
124.221.221.58,8888,Possible Supershell IP (Unverified)
124.223.33.239,3790,Possible Metasploit IP (Unverified)
124.223.53.112,8888,Possible Supershell IP (Unverified)
124.89.214.30,51821,Possible wstunnel IP (Unverified)
124.95.172.200,4506,Possible Deimos IP (Unverified)
128.140.81.119,25,Possible Interactsh IP (Unverified)
128.140.81.119,443,Possible Interactsh IP (Unverified)
128.140.81.119,465,Possible Interactsh IP (Unverified)
128.140.81.119,53,Possible Interactsh IP (Unverified)
128.140.81.119,587,Possible Interactsh IP (Unverified)
128.140.81.119,80,Possible Interactsh IP (Unverified)
128.199.12.188,443,Possible BurpSuite Collaborator IP (Unverified)
128.199.12.188,80,Possible BurpSuite Collaborator IP (Unverified)
128.199.181.95,443,Possible BurpSuite Collaborator IP (Unverified)
128.199.181.95,80,Possible BurpSuite Collaborator IP (Unverified)
128.199.37.186,465,Possible Interactsh IP (Unverified)
128.199.37.186,53,Possible Interactsh IP (Unverified)
128.199.37.186,587,Possible Interactsh IP (Unverified)
128.204.223.94,4697,Possible wstunnel IP (Unverified)
128.204.223.94,51106,Possible wstunnel IP (Unverified)
128.204.223.95,4697,Possible wstunnel IP (Unverified)
128.204.223.95,51106,Possible wstunnel IP (Unverified)
128.65.199.205,8080,Possible Hak5 Cloud C2 IP (Unverified)
128.90.115.181,7011,Possible DcRat IP (Unverified)
129.146.222.160,443,Possible Interactsh IP (Unverified)
129.146.222.160,53,Possible Interactsh IP (Unverified)
129.146.222.160,80,Possible Interactsh IP (Unverified)
129.148.60.88,443,Possible Interactsh IP (Unverified)
129.148.60.88,53,Possible Interactsh IP (Unverified)
129.148.60.88,587,Possible Interactsh IP (Unverified)
129.148.60.88,80,Possible Interactsh IP (Unverified)
129.151.221.114,25,Possible Interactsh IP (Unverified)
129.151.221.114,443,Possible Interactsh IP (Unverified)
129.151.221.114,53,Possible Interactsh IP (Unverified)
129.151.221.114,80,Possible Interactsh IP (Unverified)
129.151.239.168,53,Possible Interactsh IP (Unverified)
129.151.239.168,80,Possible Interactsh IP (Unverified)
129.151.249.195,53,Possible Interactsh IP (Unverified)
129.159.111.53,25,Possible Interactsh IP (Unverified)
129.159.111.53,443,Possible Interactsh IP (Unverified)
129.159.111.53,80,Possible Interactsh IP (Unverified)
129.159.29.188,443,Possible Interactsh IP (Unverified)
129.159.29.188,53,Possible Interactsh IP (Unverified)
129.159.29.188,80,Possible Interactsh IP (Unverified)
129.204.181.147,3232,Possible Reverse_SSH IP (Unverified)
129.211.170.87,443,Possible Interactsh IP (Unverified)
129.211.170.87,80,Possible Interactsh IP (Unverified)
129.212.184.176,25,Possible Interactsh IP (Unverified)
129.212.192.214,53,Possible Interactsh IP (Unverified)
129.213.117.103,25,Possible Interactsh IP (Unverified)
129.213.117.103,443,Possible Interactsh IP (Unverified)
129.213.117.103,53,Possible Interactsh IP (Unverified)
129.213.117.103,587,Possible Interactsh IP (Unverified)
129.213.117.103,80,Possible Interactsh IP (Unverified)
129.213.193.223,25,Possible Interactsh IP (Unverified)
129.213.193.223,443,Possible Interactsh IP (Unverified)
129.213.193.223,53,Possible Interactsh IP (Unverified)
129.213.193.223,587,Possible Interactsh IP (Unverified)
129.213.193.223,80,Possible Interactsh IP (Unverified)
129.226.203.152,25,Possible Interactsh IP (Unverified)
129.226.203.152,53,Possible Interactsh IP (Unverified)
129.226.203.152,587,Possible Interactsh IP (Unverified)
129.241.47.103,4945,Possible Interactsh IP (Unverified)
129.41.6.247,443,Possible BurpSuite Collaborator IP (Unverified)
129.41.6.247,80,Possible BurpSuite Collaborator IP (Unverified)
13.112.177.249,443,Possible BurpSuite Collaborator IP (Unverified)
13.114.110.246,443,Possible BurpSuite Collaborator IP (Unverified)
13.114.110.246,80,Possible BurpSuite Collaborator IP (Unverified)
13.124.46.98,443,Possible BurpSuite Collaborator IP (Unverified)
13.124.46.98,80,Possible BurpSuite Collaborator IP (Unverified)
13.127.25.169,443,Possible Interactsh IP (Unverified)
13.127.25.169,53,Possible Interactsh IP (Unverified)
13.127.25.169,587,Possible Interactsh IP (Unverified)
13.127.25.169,80,Possible Interactsh IP (Unverified)
13.140.160.249,6606,Possible AsyncRAT IP (Unverified)
13.140.160.249,7707,Possible AsyncRAT IP (Unverified)
13.140.160.249,8808,Possible AsyncRAT IP (Unverified)
13.140.173.46,25,Possible Interactsh IP (Unverified)
13.140.173.46,443,Possible Interactsh IP (Unverified)
13.140.173.46,465,Possible Interactsh IP (Unverified)
13.140.173.46,53,Possible Interactsh IP (Unverified)
13.140.173.46,587,Possible Interactsh IP (Unverified)
13.140.173.46,80,Possible Interactsh IP (Unverified)
13.140.188.19,25,Possible Interactsh IP (Unverified)
13.140.188.19,443,Possible Interactsh IP (Unverified)
13.140.188.19,465,Possible Interactsh IP (Unverified)
13.140.188.19,53,Possible Interactsh IP (Unverified)
13.140.188.19,587,Possible Interactsh IP (Unverified)
13.140.188.19,80,Possible Interactsh IP (Unverified)
13.202.179.38,443,Possible Interactsh IP (Unverified)
13.202.179.38,53,Possible Interactsh IP (Unverified)
13.202.191.151,53,Possible Interactsh IP (Unverified)
13.204.147.72,443,Possible Interactsh IP (Unverified)
13.204.147.72,53,Possible Interactsh IP (Unverified)
13.204.147.72,80,Possible Interactsh IP (Unverified)
13.209.115.86,443,Possible Interactsh IP (Unverified)
13.209.115.86,53,Possible Interactsh IP (Unverified)
13.209.115.86,80,Possible Interactsh IP (Unverified)
13.209.78.139,443,Possible Interactsh IP (Unverified)
13.209.95.4,7443,Possible Mythic IP (Unverified)
13.211.43.201,53,Possible Interactsh IP (Unverified)
13.234.234.169,53,Possible Interactsh IP (Unverified)
13.250.185.41,25,Possible Interactsh IP (Unverified)
13.250.185.41,443,Possible Interactsh IP (Unverified)
13.250.185.41,53,Possible Interactsh IP (Unverified)
13.250.185.41,587,Possible Interactsh IP (Unverified)
13.41.150.176,25,Possible Interactsh IP (Unverified)
13.41.178.230,443,Possible BurpSuite Collaborator IP (Unverified)
13.49.231.33,443,Possible BurpSuite Collaborator IP (Unverified)
13.49.231.33,80,Possible BurpSuite Collaborator IP (Unverified)
13.51.35.139,8443,Possible Interactsh IP (Unverified)
13.60.92.79,443,Possible Interactsh IP (Unverified)
130.0.200.121,53,Possible Interactsh IP (Unverified)
130.162.185.249,25,Possible Interactsh IP (Unverified)
130.162.185.249,443,Possible Interactsh IP (Unverified)
130.162.185.249,53,Possible Interactsh IP (Unverified)
130.162.185.249,587,Possible Interactsh IP (Unverified)
130.162.185.249,80,Possible Interactsh IP (Unverified)
130.162.240.54,443,Possible BurpSuite Collaborator IP (Unverified)
130.185.82.117,5641,Possible AdaptixC2 IP (Unverified)
130.193.52.86,25,Possible Interactsh IP (Unverified)
130.193.52.86,443,Possible Interactsh IP (Unverified)
130.193.52.86,465,Possible Interactsh IP (Unverified)
130.193.52.86,53,Possible Interactsh IP (Unverified)
130.193.52.86,587,Possible Interactsh IP (Unverified)
130.193.52.86,80,Possible Interactsh IP (Unverified)
130.211.69.252,25,Possible Interactsh IP (Unverified)
130.211.69.252,443,Possible Interactsh IP (Unverified)
130.211.69.252,53,Possible Interactsh IP (Unverified)
130.211.69.252,587,Possible Interactsh IP (Unverified)
130.211.69.252,80,Possible Interactsh IP (Unverified)
130.94.17.70,8443,Possible Ligolo-ng IP (Unverified)
130.94.23.39,4321,Possible AdaptixC2 IP (Unverified)
131.143.251.246,53921,Possible AdaptixC2 IP (Unverified)
132.145.73.148,25,Possible Interactsh IP (Unverified)
132.145.73.148,53,Possible Interactsh IP (Unverified)
132.226.114.147,443,Possible Interactsh IP (Unverified)
132.226.114.147,53,Possible Interactsh IP (Unverified)
132.243.174.103,443,Possible Interactsh IP (Unverified)
132.243.174.103,80,Possible Interactsh IP (Unverified)
134.112.16.24,443,Possible BurpSuite Collaborator IP (Unverified)
134.112.16.24,80,Possible BurpSuite Collaborator IP (Unverified)
134.122.117.86,443,Possible BurpSuite Collaborator IP (Unverified)
134.122.117.86,444,Possible BurpSuite Collaborator IP (Unverified)
134.122.117.86,80,Possible BurpSuite Collaborator IP (Unverified)
134.122.117.86,81,Possible BurpSuite Collaborator IP (Unverified)
134.122.182.68,3232,Possible Reverse_SSH IP (Unverified)
134.149.64.105,443,Possible BurpSuite Collaborator IP (Unverified)
134.149.64.105,80,Possible BurpSuite Collaborator IP (Unverified)
134.199.228.178,443,Possible BurpSuite Collaborator IP (Unverified)
134.199.228.178,80,Possible BurpSuite Collaborator IP (Unverified)
134.209.108.57,53,Possible Interactsh IP (Unverified)
134.209.108.57,8080,Possible Interactsh IP (Unverified)
134.209.247.238,25,Possible Interactsh IP (Unverified)
134.209.247.238,443,Possible Interactsh IP (Unverified)
134.209.247.238,465,Possible Interactsh IP (Unverified)
134.209.247.238,53,Possible Interactsh IP (Unverified)
134.209.247.238,587,Possible Interactsh IP (Unverified)
134.209.247.238,8080,Possible Interactsh IP (Unverified)
134.209.247.238,8443,Possible Interactsh IP (Unverified)
134.209.46.253,25,Possible Interactsh IP (Unverified)
134.209.46.253,443,Possible Interactsh IP (Unverified)
