ip,metadata_comment
43.139.87.203,Possible Cobaltstrike C2 IP
43.142.137.169,Possible Cobaltstrike C2 IP
43.144.19.224,Possible Cobaltstrike C2 IP
43.155.169.245,Possible Cobaltstrike C2 IP
43.163.88.35,Possible Cobaltstrike C2 IP
43.167.177.224,Possible Cobaltstrike C2 IP
43.254.166.41,Possible Cobaltstrike C2 IP
45.207.192.190,Possible Cobaltstrike C2 IP
45.8.159.205,Possible Cobaltstrike C2 IP
45.87.53.6,Possible Cobaltstrike C2 IP
47.100.16.83,Possible Cobaltstrike C2 IP
47.101.51.235,Possible Cobaltstrike C2 IP
47.104.248.7,Possible Cobaltstrike C2 IP
47.105.36.109,Possible Cobaltstrike C2 IP
47.108.25.113,Possible Cobaltstrike C2 IP
47.109.198.8,Possible Cobaltstrike C2 IP
47.120.20.86,Possible Cobaltstrike C2 IP
47.120.32.72,Possible Cobaltstrike C2 IP
47.121.137.8,Possible Cobaltstrike C2 IP
47.121.181.148,Possible Cobaltstrike C2 IP
47.236.149.142,Possible Cobaltstrike C2 IP
47.236.56.15,Possible Cobaltstrike C2 IP
47.82.234.12,Possible Cobaltstrike C2 IP
47.83.3.103,Possible Cobaltstrike C2 IP
47.92.208.27,Possible Cobaltstrike C2 IP
47.94.224.229,Possible Cobaltstrike C2 IP
51.222.87.16,Possible Cobaltstrike C2 IP
54.178.100.27,Possible Cobaltstrike C2 IP
60.247.206.23,Possible Cobaltstrike C2 IP
62.234.22.228,Possible Cobaltstrike C2 IP
68.64.183.64,Possible Cobaltstrike C2 IP
79.110.49.186,Possible Cobaltstrike C2 IP
8.134.70.73,Possible Cobaltstrike C2 IP
8.135.68.39,Possible Cobaltstrike C2 IP
8.137.149.67,Possible Cobaltstrike C2 IP
8.152.212.104,Possible Cobaltstrike C2 IP
8.156.69.157,Possible Cobaltstrike C2 IP
8.159.146.72,Possible Cobaltstrike C2 IP
8.163.49.50,Possible Cobaltstrike C2 IP
8.163.59.20,Possible Cobaltstrike C2 IP
8.17.56.128,Possible Cobaltstrike C2 IP
81.70.21.248,Possible Cobaltstrike C2 IP
82.156.11.154,Possible Cobaltstrike C2 IP
82.156.219.31,Possible Cobaltstrike C2 IP
82.157.78.201,Possible Cobaltstrike C2 IP
