tld,dest_nt_domain,metadata_link
me,*.me,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
med,*.med,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
media,*.media,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
meet,*.meet,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
melbourne,*.melbourne,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
meme,*.meme,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
memorial,*.memorial,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
men,*.men,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
menu,*.menu,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
merck,*.merck,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
merckmsd,*.merckmsd,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mg,*.mg,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mh,*.mh,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
miami,*.miami,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
microsoft,*.microsoft,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mil,*.mil,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mini,*.mini,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mint,*.mint,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mit,*.mit,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mitsubishi,*.mitsubishi,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mk,*.mk,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ml,*.ml,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mlb,*.mlb,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mls,*.mls,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mm,*.mm,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mma,*.mma,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mn,*.mn,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mo,*.mo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mobi,*.mobi,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mobile,*.mobile,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
moda,*.moda,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
moe,*.moe,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
moi,*.moi,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mom,*.mom,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
monash,*.monash,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
money,*.money,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
monster,*.monster,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mormon,*.mormon,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mortgage,*.mortgage,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
moscow,*.moscow,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
moto,*.moto,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
motorcycles,*.motorcycles,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mov,*.mov,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
movie,*.movie,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mp,*.mp,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mq,*.mq,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mr,*.mr,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ms,*.ms,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
msd,*.msd,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mt,*.mt,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mtn,*.mtn,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mtr,*.mtr,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mu,*.mu,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
museum,*.museum,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
music,*.music,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mv,*.mv,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mw,*.mw,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mx,*.mx,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
my,*.my,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mz,*.mz,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
na,*.na,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nab,*.nab,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nagoya,*.nagoya,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
name,*.name,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
navy,*.navy,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nba,*.nba,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nc,*.nc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ne,*.ne,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nec,*.nec,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
net,*.net,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
netbank,*.netbank,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
netflix,*.netflix,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
network,*.network,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
neustar,*.neustar,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
new,*.new,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
news,*.news,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
next,*.next,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nextdirect,*.nextdirect,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nexus,*.nexus,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nf,*.nf,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nfl,*.nfl,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ng,*.ng,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ngo,*.ngo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nhk,*.nhk,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ni,*.ni,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nico,*.nico,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nike,*.nike,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nikon,*.nikon,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ninja,*.ninja,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nissan,*.nissan,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nissay,*.nissay,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nl,*.nl,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
no,*.no,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nokia,*.nokia,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
norton,*.norton,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
now,*.now,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nowruz,*.nowruz,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nowtv,*.nowtv,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
np,*.np,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nr,*.nr,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nra,*.nra,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nrw,*.nrw,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ntt,*.ntt,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nu,*.nu,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nyc,*.nyc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
nz,*.nz,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
obi,*.obi,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
observer,*.observer,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
office,*.office,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
okinawa,*.okinawa,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
olayan,*.olayan,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
olayangroup,*.olayangroup,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ollo,*.ollo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
om,*.om,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
omega,*.omega,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
one,*.one,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ong,*.ong,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
onl,*.onl,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
online,*.online,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ooo,*.ooo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
open,*.open,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
oracle,*.oracle,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
orange,*.orange,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
org,*.org,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
organic,*.organic,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
origins,*.origins,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
osaka,*.osaka,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
otsuka,*.otsuka,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ott,*.ott,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ovh,*.ovh,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pa,*.pa,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
page,*.page,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
panasonic,*.panasonic,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
paris,*.paris,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pars,*.pars,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
partners,*.partners,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
parts,*.parts,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
party,*.party,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pay,*.pay,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pccw,*.pccw,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pe,*.pe,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pet,*.pet,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pf,*.pf,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pfizer,*.pfizer,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pg,*.pg,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ph,*.ph,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pharmacy,*.pharmacy,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
phd,*.phd,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
philips,*.philips,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
phone,*.phone,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
photo,*.photo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
photography,*.photography,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
photos,*.photos,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
physio,*.physio,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pics,*.pics,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pictet,*.pictet,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pictures,*.pictures,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pid,*.pid,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pin,*.pin,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ping,*.ping,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pink,*.pink,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pioneer,*.pioneer,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pizza,*.pizza,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pk,*.pk,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pl,*.pl,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
place,*.place,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
play,*.play,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
playstation,*.playstation,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
plumbing,*.plumbing,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
plus,*.plus,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pm,*.pm,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pn,*.pn,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pnc,*.pnc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pohl,*.pohl,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
poker,*.poker,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
politie,*.politie,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
porn,*.porn,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
post,*.post,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pr,*.pr,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
praxi,*.praxi,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
press,*.press,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
prime,*.prime,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pro,*.pro,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
prod,*.prod,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
productions,*.productions,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
prof,*.prof,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
progressive,*.progressive,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
promo,*.promo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
properties,*.properties,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
property,*.property,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
protection,*.protection,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pru,*.pru,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
prudential,*.prudential,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ps,*.ps,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pt,*.pt,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pub,*.pub,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pw,*.pw,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
pwc,*.pwc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
py,*.py,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
qa,*.qa,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
qpon,*.qpon,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
quebec,*.quebec,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
quest,*.quest,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
racing,*.racing,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
radio,*.radio,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
re,*.re,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
read,*.read,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
realestate,*.realestate,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
realtor,*.realtor,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
realty,*.realty,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
recipes,*.recipes,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
red,*.red,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
redumbrella,*.redumbrella,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
rehab,*.rehab,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
reise,*.reise,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
reisen,*.reisen,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
reit,*.reit,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
reliance,*.reliance,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ren,*.ren,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
rent,*.rent,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
rentals,*.rentals,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
repair,*.repair,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
report,*.report,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
republican,*.republican,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
rest,*.rest,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
restaurant,*.restaurant,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
review,*.review,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
reviews,*.reviews,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
rexroth,*.rexroth,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
rich,*.rich,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
richardli,*.richardli,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ricoh,*.ricoh,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ril,*.ril,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
rio,*.rio,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
rip,*.rip,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ro,*.ro,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
rocks,*.rocks,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
rodeo,*.rodeo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
rogers,*.rogers,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
room,*.room,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
rs,*.rs,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
rsvp,*.rsvp,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ru,*.ru,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
rugby,*.rugby,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ruhr,*.ruhr,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
run,*.run,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
rw,*.rw,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
rwe,*.rwe,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ryukyu,*.ryukyu,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sa,*.sa,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
saarland,*.saarland,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
safe,*.safe,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
safety,*.safety,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sakura,*.sakura,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sale,*.sale,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
salon,*.salon,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
samsclub,*.samsclub,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
samsung,*.samsung,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sandvik,*.sandvik,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sandvikcoromant,*.sandvikcoromant,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sanofi,*.sanofi,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sap,*.sap,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sarl,*.sarl,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sas,*.sas,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
save,*.save,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
saxo,*.saxo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sb,*.sb,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sbi,*.sbi,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sbs,*.sbs,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sc,*.sc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
scb,*.scb,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
schaeffler,*.schaeffler,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
schmidt,*.schmidt,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
scholarships,*.scholarships,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
school,*.school,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
schule,*.schule,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
schwarz,*.schwarz,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
science,*.science,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
scot,*.scot,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sd,*.sd,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
se,*.se,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
search,*.search,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
seat,*.seat,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
secure,*.secure,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
security,*.security,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
seek,*.seek,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
select,*.select,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sener,*.sener,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
services,*.services,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
seven,*.seven,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sew,*.sew,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sex,*.sex,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sexy,*.sexy,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sfr,*.sfr,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sg,*.sg,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sh,*.sh,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
shangrila,*.shangrila,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sharp,*.sharp,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
shell,*.shell,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
shia,*.shia,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
shiksha,*.shiksha,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
shoes,*.shoes,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
shop,*.shop,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
shopping,*.shopping,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
shouji,*.shouji,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
show,*.show,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
si,*.si,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
silk,*.silk,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sina,*.sina,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
singles,*.singles,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
site,*.site,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sj,*.sj,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sk,*.sk,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ski,*.ski,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
skin,*.skin,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sky,*.sky,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
skype,*.skype,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sl,*.sl,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sling,*.sling,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sm,*.sm,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
smart,*.smart,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
smile,*.smile,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sn,*.sn,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sncf,*.sncf,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
so,*.so,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
soccer,*.soccer,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
social,*.social,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
softbank,*.softbank,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
software,*.software,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sohu,*.sohu,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
solar,*.solar,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
solutions,*.solutions,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
song,*.song,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sony,*.sony,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
soy,*.soy,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
spa,*.spa,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
space,*.space,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sport,*.sport,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
spot,*.spot,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sr,*.sr,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
srl,*.srl,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ss,*.ss,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
st,*.st,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
stada,*.stada,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
staples,*.staples,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
star,*.star,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
statebank,*.statebank,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
statefarm,*.statefarm,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
stc,*.stc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
stcgroup,*.stcgroup,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
stockholm,*.stockholm,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
storage,*.storage,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
store,*.store,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
stream,*.stream,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
studio,*.studio,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
study,*.study,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
style,*.style,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
su,*.su,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sucks,*.sucks,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
supplies,*.supplies,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
supply,*.supply,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
support,*.support,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
surf,*.surf,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
surgery,*.surgery,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
suzuki,*.suzuki,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sv,*.sv,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
swatch,*.swatch,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
swiss,*.swiss,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sx,*.sx,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sy,*.sy,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sydney,*.sydney,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
